Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
Karl Joseph,OAK,25,fs,13,8,1,5,0,5,2,,,,,,2.0,48,34,14,2,2,,2018,defense
Terrance Mitchell,CLE,26,rcb,8,7,1,0,0,0,6,2,0,1,0,0,0.0,38,34,4,0,0,,2018,defense
Jarran Reed,SEA,26,LDT,16,16,,,,,,0,0,2,2,0,10.5,50,34,16,12,24,,2018,defense
A'Shawn Robinson,DET,23,ldt,13,7,,,,,,1,0,1,0,0,1.0,49,34,15,3,4,,2018,defense
Jimmy Smith,BAL,30,rcb,12,10,2,4,0,4,9,,,,,,0.0,45,34,11,1,0,,2018,defense
Trae Waynes,MIN,26,LCB,14,14,1,24,0,24,8,,,,,,0.0,44,34,10,0,0,,2018,defense
Arik Armstead,SFO,25,RDE,16,16,,,,,,,,,,,3.0,48,33,15,6,12,,2018,defense
Michael Brockers,LAR,28,LDE,16,16,,,,,,,,,,,1.0,54,33,21,4,4,,2018,defense
Frank Clark,SEA,25,RDE,16,16,1,26,0,26,2,3,0,2,0,0,13.0,41,33,8,10,27,,2018,defense
Fletcher Cox*+,PHI,28,RDT,16,16,0,0,0,0,1,1,0,1,3,0,10.5,46,33,13,12,34,,2018,defense
Kamu Grugier-Hill,PHI,24,LLB,16,10,1,24,0,24,2,1,0,0,0,0,1.0,45,33,12,5,1,,2018,defense
Derrick Kindred,CLE,25,,16,2,1,-2,0,-2,1,1,0,0,0,0,0.0,45,33,12,0,0,,2018,defense
Larry Ogunjobi,CLE,24,LDT,16,16,,,,,,1,0,0,0,0,5.5,52,33,19,10,15,,2018,defense
Corey Peters,ARI,30,LDT,15,15,,,,,,0,0,1,0,0,2.5,50,33,17,9,4,,2018,defense
Marcus Peters,LAR,25,LCB,16,16,3,107,1,50,8,,,,,,0.0,43,33,10,0,1,,2018,defense
Austin Calitro,SEA,24,rlb,16,5,0,0,0,0,1,,,,,,0.5,45,32,13,3,1,,2018,defense
Barry Church,JAX,30,SS,11,11,1,11,0,11,2,,,,,,1.0,38,32,6,3,2,,2018,defense
Trey Flowers,NWE,25,LDE,15,15,0,0,0,0,2,3,0,0,0,0,7.5,57,32,25,9,20,,2018,defense
Rodney Gunter,ARI,26,RDT,16,10,0,0,0,0,1,2,0,0,0,0,4.5,44,32,12,11,9,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Javon Hargrave,PIT,25,NT,16,14,0,0,0,0,1,,,,,,6.5,49,32,17,6,8,,2018,defense
Duron Harmon,NWE,27,db,16,6,4,0,0,0,4,0,0,1,4,0,0.0,38,32,6,0,1,,2018,defense
B.J. Hill,NYG,23,LDE,16,12,0,0,0,0,2,,,,,,5.5,48,32,16,6,8,,2018,defense
Jaquiski Tartt,SFO,26,SS,8,8,1,23,0,23,2,,,,,,0.0,42,32,10,4,0,,2018,defense
Carlos Dunlap,CIN,29,LDE,16,16,0,0,0,0,8,2,0,1,0,0,8.0,47,31,16,8,21,,2018,defense
Davon Godchaux,MIA,24,LDT,16,16,,,,,,,,,,,1.0,48,31,17,6,4,,2018,defense
Brandon Graham,PHI,30,RDE,16,16,0,0,0,0,2,1,0,1,0,0,4.0,39,31,8,9,11,,2018,defense
Marlon Humphrey,BAL,22,RCB,14,8,2,0,0,0,15,1,0,0,0,0,0.0,37,31,6,3,0,,2018,defense
Dean Lowry,GNB,24,LDE,16,8,0,0,0,0,3,1,0,1,0,0,3.0,44,31,13,5,5,,2018,defense
Benson Mayowa,ARI,27,,15,4,0,0,0,0,4,1,0,1,0,0,4.0,38,31,7,11,11,,2018,defense
Elandon Roberts,NWE,24,RLB,16,11,0,0,0,0,4,,,,,,1.0,65,31,34,6,2,,2018,defense
Ryan Smith,TAM,25,lcb,16,6,1,0,0,0,6,1,0,1,3,0,0.0,38,31,7,1,0,,2018,defense
Greg Stroman,WAS,22,,15,3,1,23,0,23,4,1,1,1,0,0,0.0,38,31,7,0,1,,2018,defense
Eric Wilson,MIN,24,,16,4,,,,,,,,,,,2.0,42,31,11,4,5,,2018,defense
Derek Wolfe,DEN,28,LDE,16,16,1,2,0,2,6,0,0,1,0,0,1.5,43,31,12,3,6,,2018,defense
Genard Avery,CLE,23,LLB,16,5,0,0,0,0,4,1,0,1,5,0,4.5,40,30,10,5,14,,2018,defense
Deone Bucannon,ARI,26,DB,13,6,,,,,,1,0,1,4,0,1.0,38,30,8,1,2,,2018,defense
Rafael Bush,BUF,31,,15,7,,,,,,,,,,,1.5,45,30,15,2,2,,2018,defense
Lorenzo Carter,NYG,23,,15,2,0,0,0,0,4,,,,,,4.0,43,30,13,7,10,,2018,defense
Bud Dupree,PIT,25,ROLB,16,15,1,10,1,10,3,1,0,0,0,0,5.5,42,30,12,8,13,,2018,defense
Holton Hill,MIN,21,,16,3,1,2,0,2,7,,,,,,0.0,36,30,6,1,0,,2018,defense
Malik Hooker,IND,22,FS,14,14,2,34,0,27,4,0,0,1,0,0,0.0,44,30,14,0,0,,2018,defense
Jerry Hughes,BUF,30,RDE,16,16,0,0,0,0,1,3,0,0,0,0,7.0,37,30,7,13,18,,2018,defense
Devon Kennard,DET,27,LLB,15,15,,,,,,0,0,1,0,0,7.0,46,30,16,9,14,,2018,defense
Ryan Kerrigan*,WAS,30,ROLB,16,16,0,0,0,0,1,3,0,1,0,0,13.0,43,30,13,11,19,,2018,defense
Marcus Maye,NYJ,25,FS,6,6,1,104,0,104,2,1,0,0,0,0,0.5,34,30,4,0,0,,2018,defense
Nicholas Morrow,OAK,23,LLB,16,5,0,0,0,0,3,1,0,0,0,0,1.0,43,30,13,5,3,,2018,defense
Denzel Perryman,LAC,26,MLB,9,9,1,16,0,16,2,,,,,,0.0,51,30,21,1,1,,2018,defense
D.J. Reed,SFO,22,,15,2,,,,,,1,2,0,0,0,1.0,41,30,11,3,1,,2018,defense
Richard Sherman,SFO,30,LCB,14,14,0,0,0,0,4,0,0,1,0,0,1.0,37,30,7,3,1,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Preston Smith,WAS,26,LOLB,16,16,1,3,0,3,3,0,0,1,1,1,4.0,53,30,23,5,16,,2018,defense
Tavon Wilson,DET,28,,15,3,,,,,,,,,,,1.0,36,30,6,2,1,,2018,defense
Ahkello Witherspoon,SFO,23,RCB,14,12,0,0,0,0,4,0,0,1,0,0,0.0,37,30,7,0,0,,2018,defense
Daryl Worley,OAK,23,LCB,10,9,1,16,0,16,7,,,,,,0.0,33,30,3,3,0,,2018,defense
Andrew Adams,TAM,26,,13,4,4,34,0,16,9,,,,,,0.0,38,29,9,0,1,,2018,defense
Kyler Fackrell,GNB,27,rolb,16,7,,,,,,,,,,,10.5,42,29,13,12,12,,2018,defense
Cameron Heyward*,PIT,29,DT,16,16,0,0,0,0,3,1,0,1,0,0,8.0,51,29,22,10,18,,2018,defense
Troy Hill,LAR,27,rcb,16,7,2,7,0,7,5,,,,,,0.0,34,29,5,1,0,,2018,defense
Matt Judon,BAL,26,ROLB,16,8,0,0,0,0,3,1,0,0,0,0,7.0,44,29,15,10,20,,2018,defense
Christian Kirksey,CLE,26,llb,7,7,2,17,0,13,5,0,0,1,8,0,0.0,43,29,14,1,0,,2018,defense
Clay Matthews,GNB,32,LOLB,16,16,,,,,,1,0,0,0,0,3.5,43,29,14,7,12,,2018,defense
Von Miller*,DEN,29,ROLB,16,16,1,42,0,42,3,4,0,3,3,0,14.5,48,29,19,14,26,,2018,defense
Kawann Short*,CAR,29,LDT,14,14,0,0,0,0,1,1,0,0,0,0,3.0,42,29,13,12,7,,2018,defense
Denico Autry,IND,28,RDT,12,11,0,0,0,0,1,2,0,1,0,0,9.0,37,28,9,13,11,,2018,defense
Marqui Christian,LAR,24,,16,0,0,0,0,0,1,,,,,,0.0,36,28,8,0,1,,2018,defense
Justin Houston,KAN,29,ROLB,12,12,1,4,0,4,1,5,0,3,0,0,9.0,37,28,9,8,12,,2018,defense
Melvin Ingram*,LAC,29,RDE,16,16,1,8,0,8,3,1,1,2,4,0,7.0,43,28,15,8,16,,2018,defense
Avonte Maddox,PHI,22,rcb,13,9,2,23,0,23,4,1,0,0,0,0,0.5,35,28,7,1,1,,2018,defense
Romeo Okwara,DET,23,LDE,15,14,0,0,0,0,1,1,0,0,0,0,7.5,39,28,11,8,14,,2018,defense
Damien Wilson,DAL,25,LLB,16,7,,,,,,1,0,0,0,0,1.0,37,28,9,2,2,,2018,defense
Allen Bailey,KAN,29,LDE,16,13,,,,,,2,0,4,2,1,6.0,38,27,11,5,10,,2018,defense
Preston Brown,CIN,26,MLB,7,7,2,20,0,18,4,,,,,,0.0,42,27,15,0,0,,2018,defense
Reggie Gilbert,GNB,25,,16,0,0,0,0,0,2,0,0,1,0,0,2.5,38,27,11,4,8,,2018,defense
Eddie Goldman,CHI,24,NT,16,16,,,,,,0,0,1,0,0,3.0,40,27,13,5,3,1,2018,defense
Sam Hubbard,CIN,23,,16,0,0,0,0,0,2,1,0,1,19,1,6.0,39,27,12,7,9,,2018,defense
Grady Jarrett,ATL,25,RDT,14,14,,,,,,3,0,0,0,0,6.0,52,27,25,8,16,,2018,defense
Jayron Kearse,MIN,24,,16,1,0,0,0,0,2,,,,,,0.5,32,27,5,1,1,,2018,defense
Cassius Marsh,SFO,26,,16,3,,,,,,0,0,1,0,0,5.5,38,27,11,7,14,,2018,defense
Antonio Morrison,GNB,24,RILB,16,8,,,,,,,,,,,1.0,48,27,21,5,2,,2018,defense
Stephon Tuitt,PIT,25,RDE,14,14,0,0,0,0,4,,,,,,5.5,45,27,18,7,20,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Leonard Williams,NYJ,24,LDE,16,16,0,0,0,0,2,,,,,,5.0,42,27,15,11,20,,2018,defense
Tae Davis,NYG,22,,14,4,0,0,0,0,1,,,,,,2.0,33,26,7,2,4,,2018,defense
Neville Hewitt,NYJ,25,,16,4,,,,,,,,,,,1.5,39,26,13,1,4,,2018,defense
Maurice Hurst Jr.,OAK,23,LDT,13,10,0,0,0,0,3,1,0,0,0,0,4.0,31,26,5,3,3,,2018,defense
Sheldon Rankins,NOR,24,LDT,16,16,0,0,0,0,1,1,0,0,0,0,8.0,40,26,14,12,15,,2018,defense
Sheldon Richardson,MIN,28,LDT,16,16,,,,,,,,,,,4.5,49,26,23,6,16,,2018,defense
Za'Darius Smith,BAL,26,rolb,16,8,0,0,0,0,2,1,0,0,0,0,8.5,45,26,19,10,25,,2018,defense
Ramik Wilson,LAR,26,,16,4,0,0,0,0,2,1,0,1,0,0,0.0,35,26,9,3,0,,2018,defense
Michael Bennett,PHI,33,LDE,16,10,0,0,0,0,1,2,0,0,0,0,9.0,34,25,9,15,30,,2018,defense
Samson Ebukam,LAR,23,LILB,16,14,1,25,1,25,1,3,0,2,11,1,3.0,40,25,15,6,6,,2018,defense
Markus Golden,ARI,27,LDE,11,11,0,0,0,0,2,,,,,,2.5,30,25,5,5,6,,2018,defense
Adam Gotsis,DEN,26,RDE,16,12,0,0,0,0,6,2,0,1,0,0,3.0,38,25,13,4,7,,2018,defense
Lawrence Guy,NWE,28,LDT,16,15,,,,,,1,0,0,0,0,1.0,59,25,34,1,11,,2018,defense
Xavien Howard*,MIA,25,LCB,12,12,7,52,0,39,12,0,0,1,0,0,0.0,35,25,10,1,0,,2018,defense
Malik Jackson,JAX,28,RDT,16,10,0,0,0,0,1,,,,,,3.5,32,25,7,7,12,,2018,defense
Reggie Nelson,OAK,35,FS,11,7,2,0,0,0,2,,,,,,0.0,29,25,4,0,0,,2018,defense
Yannick Ngakoue,JAX,23,LDE,16,16,0,0,0,0,1,,,,,,9.5,28,25,3,13,33,,2018,defense
Alex Okafor,NOR,27,RDE,16,16,0,0,0,0,1,0,0,1,0,0,4.0,36,25,11,5,9,,2018,defense
Will Parks,DEN,24,,16,3,1,11,0,11,4,1,0,0,0,0,0.0,41,25,16,0,2,,2018,defense
Robert Quinn,MIA,28,RDE,16,16,,,,,,2,0,0,0,0,6.5,38,25,13,9,15,,2018,defense
Nickell Robey-Coleman,LAR,26,,16,1,1,0,0,0,4,,,,,,0.0,37,25,12,3,0,,2018,defense
Terrell Suggs,BAL,36,LOLB,16,16,0,0,0,0,6,1,0,1,43,1,7.0,34,25,9,13,15,,2018,defense
Xavier Williams,KAN,26,,16,4,,,,,,1,0,0,0,0,2.5,47,25,22,2,4,,2018,defense
Geno Atkins*,CIN,30,RDT,16,16,,,,,,,,,,,10.0,45,24,21,13,19,,2018,defense
Ronald Blair,SFO,25,,16,0,,,,,,,,,,,5.5,36,24,12,10,14,,2018,defense
Gareon Conley,OAK,23,RCB,15,14,3,64,1,36,15,,,,,,0.0,37,24,13,0,0,,2018,defense
Brandon Copeland,NYJ,27,LOLB,16,10,0,0,0,0,2,,,,,,5.0,35,24,11,8,14,,2018,defense
Ronnie Harrison,JAX,21,DB,14,8,1,14,0,14,3,,,,,,1.0,32,24,8,3,1,,2018,defense
Dont'a Hightower,NWE,28,LLB,15,15,1,27,0,27,1,0,0,1,0,0,1.0,48,24,24,3,6,,2018,defense
Jordan Jenkins,NYJ,24,ROLB,16,11,,,,,,2,0,2,0,0,7.0,35,24,11,6,15,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Harold Landry,TEN,22,,15,3,0,0,0,0,2,1,0,0,0,0,4.5,44,24,20,5,14,,2018,defense
Sherrick McManis,CHI,31,,15,0,1,0,0,0,4,,,,,,1.0,26,24,2,2,3,,2018,defense
Emmanuel Ogbah,CLE,25,RDE,14,14,0,0,0,0,8,0,0,1,0,0,3.0,40,24,16,3,8,,2018,defense
Solomon Thomas,SFO,23,LDE,16,13,,,,,,,,,,,1.0,31,24,7,3,6,,2018,defense
Kerry Wynn,NYG,27,de,14,5,0,0,0,0,2,2,0,0,0,0,1.5,39,24,15,3,2,,2018,defense
Matthew Adams,IND,23,DB,16,5,,,,,,0,0,1,0,0,0.0,33,23,10,5,2,,2018,defense
Marcell Dareus,JAX,28,LDT,15,15,0,0,0,0,1,1,0,0,0,0,1.0,32,23,9,2,2,1,2018,defense
Clayton Fejedelem ,CIN,25,,16,1,,,,,,1,1,2,72,1,0.0,35,23,12,0,1,,2018,defense
Dante Fowler,2TM,24,,15,6,0,0,0,0,1,2,0,2,0,0,4.0,30,23,7,5,6,,2018,defense
Shelby Harris,DEN,27,,16,0,1,0,0,0,4,,,,,,1.5,39,23,16,8,7,,2018,defense
Matthew Ioannidis,WAS,24,RDE,14,9,,,,,,1,0,1,0,0,7.5,31,23,8,6,11,,2018,defense
Anthony Levine,BAL,31,,16,0,1,16,0,16,8,,,,,,1.0,28,23,5,1,2,,2018,defense
David Onyemata,NOR,26,,16,4,0,0,0,0,1,1,0,0,0,0,4.5,35,23,12,4,6,,2018,defense
D.J. Reader,HOU,24,RDE,16,16,,,,,,,,,,,2.0,33,23,10,5,3,,2018,defense
Akeem Spence,MIA,27,RDT,16,16,,,,,,0,0,1,0,0,2.0,42,23,19,6,9,,2018,defense
Olivier Vernon*,NYG,28,ROLB,11,11,0,0,0,0,1,1,0,1,43,0,7.0,30,23,7,5,21,,2018,defense
Stephen Weatherly,MIN,24,rde,16,6,0,0,0,0,1,1,0,0,0,0,3.0,35,23,12,6,8,,2018,defense
Henry Anderson,NYJ,27,,16,3,0,0,0,0,4,,,,,,7.0,35,22,13,7,16,,2018,defense
Shaquil Barrett,DEN,26,,13,0,0,0,0,0,1,,,,,,3.0,28,22,6,6,7,,2018,defense
Andrew Billings,CIN,23,LDT,16,16,,,,,,,,,,,2.5,32,22,10,8,7,,2018,defense
Aaron Colvin,HOU,27,,10,2,0,0,0,0,1,0,0,2,0,0,0.0,29,22,7,0,0,,2018,defense
Javien Elliott,TAM,25,db,15,5,1,50,0,50,1,,,,,,0.0,24,22,2,3,1,,2018,defense
Everson Griffen,MIN,31,RDE,11,10,0,0,0,0,1,,,,,,5.5,33,22,11,5,13,,2018,defense
Da'Shawn Hand,DET,23,RDE,13,8,,,,,,2,0,1,0,0,3.0,27,22,5,4,2,,2018,defense
Margus Hunt,IND,31,RDE,15,15,0,0,0,0,2,1,0,1,0,0,5.0,30,22,8,13,6,,2018,defense
J.C. Jackson,NWE,23,db,13,5,3,9,0,9,6,,,,,,0.0,24,22,2,1,0,,2018,defense
Jordan Lucas,KAN,25,,16,4,1,49,0,49,2,,,,,,1.0,32,22,10,1,2,,2018,defense
Kareem Martin,NYG,26,LOLB,16,7,0,0,0,0,2,,,,,,1.5,48,22,26,5,10,,2018,defense
Brandon Mebane,LAC,33,RDT,12,12,0,0,0,0,1,1,0,0,0,0,1.0,40,22,18,3,3,,2018,defense
Whitney Mercilus,HOU,28,LOLB,16,9,,,,,,2,0,0,0,0,4.0,39,22,17,5,14,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Mike Mitchell,IND,31,,8,4,1,47,0,47,1,2,0,0,0,0,0.0,28,22,6,0,0,,2018,defense
Carl Nassib,TAM,25,LDE,15,9,0,0,0,0,2,2,0,0,0,0,6.5,29,22,7,12,14,,2018,defense
Robert Nkemdiche,ARI,24,rdt,10,6,0,0,0,0,1,1,0,0,0,0,4.5,32,22,10,9,7,,2018,defense
George Odum,IND,25,,16,2,1,14,0,14,2,,,,,,0.0,37,22,15,1,0,,2018,defense
Kyle Williams*,BUF,35,LDT,16,16,0,0,0,0,1,1,0,1,0,0,5.0,35,22,13,6,14,,2018,defense
Kyle Emanuel,LAC,27,rlb,16,7,,,,,,0,0,1,18,1,1.0,30,21,9,4,2,,2018,defense
Johnathan Hankins,OAK,26,RDT,15,14,,,,,,0,0,2,0,0,0.0,36,21,15,4,2,,2018,defense
Abry Jones,JAX,27,ldt,15,6,0,0,0,0,2,,,,,,1.0,29,21,8,5,2,,2018,defense
Arden Key,OAK,22,RDE,16,10,,,,,,,,,,,1.0,30,21,9,4,11,,2018,defense
Dorian O'Daniel,KAN,24,,16,1,0,0,0,0,1,0,0,1,0,0,0.0,34,21,13,2,1,,2018,defense
Vita Vea,TAM,23,rdt,13,8,,,,,,,,,,,3.0,28,21,7,4,4,,2018,defense
Cameron Wake,MIA,36,LDE,14,14,0,0,0,0,1,1,0,0,0,0,6.0,36,21,15,5,17,,2018,defense
Brandon Williams*,BAL,29,LDE,16,16,0,0,0,0,1,,,,,,1.0,34,21,13,3,1,,2018,defense
Mario Addison,CAR,31,LDE,16,16,,,,,,2,0,0,0,0,9.0,35,20,15,11,12,,2018,defense
Sharif Finch,TEN,23,,15,0,,,,,,2,0,1,0,0,1.5,27,20,7,3,2,,2018,defense
Bilal Nichols,CHI,22,rde,14,6,,,,,,2,0,1,0,0,3.0,28,20,8,5,7,,2018,defense
Isaiah Oliver,ATL,22,,14,2,1,0,0,0,7,,,,,,0.0,23,20,3,0,0,,2018,defense
Domata Peko,DEN,34,NT,16,16,0,0,0,0,2,,,,,,0.5,31,20,11,2,3,,2018,defense
Harrison Phillips,BUF,22,,16,0,,,,,,0,0,1,0,0,0.0,35,20,15,4,2,,2018,defense
Michael Pierce,BAL,26,,14,2,0,0,0,0,1,0,0,1,0,0,0.0,32,20,12,4,2,,2018,defense
Cameron Sutton,PIT,23,,15,1,1,0,0,0,3,1,0,0,0,0,0.0,22,20,2,0,2,,2018,defense
Quincy Wilson,IND,22,db,13,5,1,0,0,0,2,0,0,1,38,0,0.0,28,20,8,0,0,,2018,defense
Malcom Brown,NWE,24,RDT,15,14,,,,,,0,0,1,0,0,0.0,39,19,20,0,1,,2018,defense
Jack Crawford,ATL,30,LDT,16,11,1,6,0,6,1,1,0,0,0,0,6.0,35,19,16,7,9,,2018,defense
Randy Gregory,DAL,26,,14,1,,,,,,2,0,1,2,0,6.0,25,19,6,7,15,,2018,defense
Shaun Dion Hamilton,WAS,23,,16,4,,,,,,1,0,0,0,0,1.5,27,19,8,0,0,,2018,defense
Mike Hughes,MIN,21,,6,2,1,28,1,28,3,1,1,1,0,0,0.0,22,19,3,1,0,,2018,defense
Ricky Jean-Francois,DET,32,LDT,16,11,,,,,,,,,,,2.0,30,19,11,3,2,,2018,defense
Clinton McDonald,OAK,31,,15,1,,,,,,,,,,,2.0,31,19,12,4,2,,2018,defense
Derrick Morgan,TEN,29,LOLB,13,12,0,0,0,0,3,0,0,1,0,0,0.5,25,19,6,0,4,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Darius Phillips,CIN,23,,15,1,0,0,0,0,2,1,1,1,0,0,0.0,22,19,3,0,0,,2018,defense
Darius Philon,LAC,24,ldt,16,13,,,,,,1,0,0,0,0,4.0,33,19,14,7,9,,2018,defense
Tanner Vallejo,CLE,24,,13,1,,,,,,1,0,0,0,0,0.0,27,19,8,1,0,,2018,defense
Jermaine Whitehead,2TM,25,,14,2,0,0,0,0,2,,,,,,1.0,24,19,5,2,2,,2018,defense
Trevor Williams,LAC,25,lcb,9,7,1,86,0,86,4,,,,,,0.0,23,19,4,0,0,,2018,defense
Angelo Blackson,HOU,26,,16,4,0,0,0,0,3,0,0,1,0,0,1.0,24,18,6,1,2,,2018,defense
Joey Bosa,LAC,23,LDE,7,6,,,,,,0,0,1,0,0,5.5,23,18,5,7,9,,2018,defense
Josh Harvey-Clemons,WAS,24,,16,0,0,0,0,0,3,,,,,,1.0,22,18,4,1,2,,2018,defense
Michael Johnson,CIN,31,RDE,15,15,1,22,1,22,2,,,,,,0.5,33,18,15,2,2,,2018,defense
Shaq Lawson,BUF,24,lde,14,6,0,0,0,0,5,2,0,0,0,0,4.0,30,18,12,5,12,,2018,defense
Uchenna Nwosu,LAC,22,,16,3,0,0,0,0,1,,,,,,3.5,28,18,10,3,10,,2018,defense
Mark Nzeocha,SFO,28,,16,3,0,0,0,0,1,1,0,0,0,0,1.0,23,18,5,1,1,,2018,defense
Brian Orakpo,TEN,32,ROLB,13,13,0,0,0,0,3,1,0,1,0,0,1.5,28,18,10,3,7,,2018,defense
Isaac Rochell,LAC,23,,16,3,1,4,0,4,1,,,,,,5.0,29,18,11,6,7,,2018,defense
Sam Shields,LAR,31,,16,2,1,22,0,22,4,,,,,,0.0,22,18,4,1,0,,2018,defense
Aqib Talib,LAR,32,RCB,8,8,1,30,0,30,5,1,0,1,47,0,0.0,23,18,5,0,0,,2018,defense
Tracy Walker,DET,23,,16,0,1,0,0,0,2,,,,,,0.0,21,18,3,0,0,,2018,defense
David Amerson,ARI,27,,6,5,1,25,0,25,2,,,,,,0.0,21,17,4,0,0,,2018,defense
Andre Branch,MIA,29,,14,1,0,0,0,0,1,1,0,1,0,0,1.5,25,17,8,5,5,,2018,defense
Morgan Burnett,PIT,29,,11,2,0,0,0,0,6,,,,,,0.0,30,17,13,1,2,,2018,defense
Artie Burns,PIT,23,rcb,16,6,0,0,0,0,1,1,0,0,0,0,0.0,22,17,5,1,0,1,2018,defense
Trevon Coley,CLE,24,RDT,16,14,,,,,,0,0,1,0,0,0.5,39,17,22,4,1,1,2018,defense
Tyrone Crawford,DAL,29,RDE,15,15,0,0,0,0,2,1,0,0,0,0,5.5,34,17,17,4,12,,2018,defense
Deshazor Everett,WAS,26,,16,3,1,24,0,24,1,,,,,,0.0,26,17,9,2,0,,2018,defense
Justin Hardee,NOR,24,,16,0,1,77,0,77,2,,,,,,0.0,19,17,2,2,0,,2018,defense
Tom Johnson,2TM,34,,14,1,,,,,,0,0,2,0,0,4.5,24,17,7,7,7,,2018,defense
Dion Jordan,SEA,28,,12,3,0,0,0,0,1,1,0,0,0,0,1.5,22,17,5,3,6,,2018,defense
Frankie Luvu,NYJ,22,,14,1,0,0,0,0,1,,,,,,3.0,22,17,5,5,11,,2018,defense
Josh Mauro,NYG,27,,12,4,,,,,,,,,,,1.0,28,17,11,4,1,,2018,defense
Gerald McCoy,TAM,30,LDT,14,14,0,0,0,0,1,,,,,,6.0,28,17,11,6,21,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Brent Urban,BAL,27,RDE,16,16,0,0,0,0,2,,,,,,0.5,27,17,10,2,1,,2018,defense
Isaac Yiadom,DEN,22,,13,1,1,4,0,4,3,,,,,,0.0,20,17,3,0,0,,2018,defense
Vic Beasley,ATL,26,LDE,16,9,0,0,0,0,3,0,0,1,74,0,5.0,20,16,4,7,8,,2018,defense
Bashaud Breeland,GNB,26,rcb,7,5,2,48,1,26,4,0,0,1,0,0,0.0,20,16,4,1,0,,2018,defense
Sean Chandler,NYG,22,,16,0,0,0,0,0,1,0,0,1,0,0,1.0,18,16,2,1,2,,2018,defense
Chuck Clark,BAL,23,,16,2,1,5,0,5,1,,,,,,0.0,21,16,5,0,0,,2018,defense
Bruce Irvin,2TM,31,,16,9,,,,,,1,0,0,0,0,6.5,19,16,3,7,13,,2018,defense
Leon Jacobs,JAX,23,,12,3,,,,,,,,,,,0.0,21,16,5,0,0,1,2018,defense
Al-Quadin Muhammad,IND,23,,15,4,0,0,0,0,1,0,0,1,0,0,0.0,28,16,12,5,2,,2018,defense
Brooks Reed,ATL,31,rde,16,8,,,,,,1,0,0,0,0,1.0,24,16,8,0,4,,2018,defense
Damion Square,LAC,29,rde,16,11,0,0,0,0,3,,,,,,3.0,31,16,15,3,7,,2018,defense
Earl Thomas,SEA,29,,4,4,3,25,0,25,5,,,,,,0.0,22,16,6,0,0,,2018,defense
Vinny Curry,TAM,30,lde,12,7,,,,,,,,,,,2.5,21,15,6,5,7,,2018,defense
Kavon Frazier,DAL,24,,16,2,0,0,0,0,1,,,,,,1.0,23,15,8,2,1,,2018,defense
Lano Hill,SEA,23,,13,2,0,0,0,0,1,0,0,1,0,0,0.0,24,15,9,2,2,,2018,defense
Wes Horton,CAR,28,rde,16,8,0,0,0,0,1,,,,,,1.5,24,15,9,2,2,,2018,defense
Quinton Jefferson,SEA,25,LDE,16,12,0,0,0,0,2,0,0,1,0,0,3.0,25,15,10,5,15,,2018,defense
Mychal Kendricks,SEA,28,,4,3,0,0,0,0,1,,,,,,2.0,19,15,4,4,3,,2018,defense
Zach Kerr,DEN,28,,16,0,0,0,0,0,1,,,,,,1.5,33,15,18,2,3,,2018,defense
Sean Lee,DAL,32,rlb,7,5,0,0,0,0,1,0,0,1,0,0,0.5,30,15,15,1,2,,2018,defense
Chris Long,PHI,33,,16,0,,,,,,2,0,0,0,0,6.5,23,15,8,3,20,,2018,defense
Takkarist McKinley,ATL,23,RDE,15,8,,,,,,,,,,,7.0,22,15,7,7,15,,2018,defense
Nick Perry,GNB,28,ROLB,9,9,0,0,0,0,3,1,0,0,0,0,1.5,24,15,9,2,3,,2018,defense
Jordan Phillips,2TM,26,,16,0,0,0,0,0,4,0,0,1,0,0,1.0,24,15,9,3,3,,2018,defense
Breeland Speaks,KAN,23,,16,4,,,,,,1,0,2,0,0,1.5,24,15,9,3,8,,2018,defense
Vincent Taylor,MIA,24,,8,0,,,,,,,,,,,2.0,27,15,12,3,2,,2018,defense
Jordan Willis,CIN,23,,16,1,0,0,0,0,1,0,0,1,0,0,1.0,20,15,5,4,5,,2018,defense
Deatrich Wise Jr.,NWE,24,,16,5,,,,,,,,,,,4.5,30,15,15,4,16,,2018,defense
Antwaun Woods,DAL,25,RDT,15,15,0,0,0,0,1,0,0,1,3,0,1.5,34,15,19,2,5,,2018,defense
Ricardo Allen,ATL,27,,3,3,1,28,0,28,3,,,,,,0.0,17,14,3,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Nathan Gerry,PHI,23,,13,2,1,8,0,8,2,,,,,,0.0,23,14,9,0,0,,2018,defense
Kevin King,GNB,23,RCB,6,6,1,0,0,0,2,0,1,1,0,0,0.0,17,14,3,1,0,,2018,defense
