Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
Devontae Booker,DEN,26,,16,0,,,,,,0,1,0,0,0,0.0,3,1,2,0,0,,2018,defense
Nick Boyle,BAL,25,TE,16,13,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Hunter Bradley,GNB,24,,16,0,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Jaron Brown,SEA,28,,16,2,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Rex Burkhead,NWE,28,,8,4,,,,,,0,2,0,0,0,0.0,2,1,1,0,0,,2018,defense
Harrison Butker,KAN,23,,16,0,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Daniel Carlson,2TM,23,,12,0,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Chandler Catanzaro,2TM,27,,13,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Jehu Chesson,WAS,25,,12,0,,,,,,,,,,,0.0,3,1,2,0,0,,2018,defense
Kaelin Clay,NYG,26,,2,0,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Sammie Coates,HOU,25,,12,0,,,,,,,,,,,0.0,4,1,3,0,0,,2018,defense
Matt Darr,BUF,26,,5,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Mike Davis,SEA,25,,15,2,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Matthew Dayes,SFO,24,,7,0,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
A.J. Derby,MIA,27,,4,0,,,,,,1,0,1,0,0,0.0,1,1,0,0,0,,2018,defense
Ed Dickson,SEA,31,,10,1,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Gehrig Dieter,KAN,25,,4,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Ross Dwelley,SFO,23,,11,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Bruce Ellington,2TM,27,,7,3,,,,,,0,1,1,0,0,0.0,1,1,0,0,0,,2018,defense
Rhett Ellison,NYG,30,TE,14,12,,,,,,1,0,0,0,0,0.0,1,1,0,0,0,,2018,defense
Ka'imi Fairbairn,HOU,24,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Sam Ficken,LAR,26,,2,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Anthony Firkser,TEN,23,,12,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Robert Foster,BUF,24,,13,3,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Bennie Fowler,NYG,27,wr,10,5,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Jordan Franks,CIN,22,,6,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Shelton Gibson,PHI,24,,15,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Chris Godwin,TAM,22,wr,16,5,,,,,,0,4,1,0,0,0.0,1,1,0,0,0,,2018,defense
Matt Haack,MIA,24,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Demetrius Harris,KAN,27,,15,3,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Johnny Hekker,LAR,28,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Ryan Hewitt,IND,27,,12,2,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Dontrell Hilliard,CLE,23,,11,0,,,,,,,,,,,0.0,3,1,2,0,0,,2018,defense
Nyheim Hines,IND,22,,16,4,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Chris Hogan,NWE,31,wr,16,7,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Jacob Hollister,NWE,25,,8,1,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Dustin Hopkins,WAS,28,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Richie James,SFO,23,,13,2,,,,,,0,2,1,0,0,0.0,1,1,0,0,0,,2018,defense
Duke Johnson,CLE,25,,16,2,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Marcus Johnson,IND,24,,5,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Cameron Johnston,PHI,26,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Chris Jones,DAL,29,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Ronald Jones II,TAM,21,,9,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Greg Joseph,CLE,24,,14,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Lance Kendricks,GNB,30,,16,3,,,,,,0,0,1,0,0,0.0,1,1,0,0,0,,2018,defense
Brett Kern*,TEN,32,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Keith Kirkwood,NOR,24,,8,1,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Sam Koch,BAL,36,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Tyler Kroft,CIN,26,,5,2,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Jeremy Langford,ATL,27,,1,0,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Andy Lee,ARI,36,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Phillip Lindsay*,DEN,24,RB,15,8,,,,,,0,0,1,7,0,0.0,1,1,0,0,0,,2018,defense
Byron Marshall,WAS,24,,6,0,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Sam Martin,DET,28,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Vance McDonald ,PIT,28,TE,15,14,,,,,,0,2,0,0,0,0.0,1,1,0,0,0,,2018,defense
J.D. McKissic,SEA,25,,5,0,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Brandon McManus,DEN,27,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Anthony Miller,CHI,24,,15,4,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
D.J. Moore,CAR,21,WR,16,10,,,,,,0,4,1,0,0,0.0,1,1,0,0,0,,2018,defense
Marcus Murphy,BUF,27,,11,1,,,,,,0,1,3,0,0,0.0,1,1,0,0,0,,2018,defense
Jason Myers*,NYJ,27,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Jojo Natson,LAR,24,,13,0,,,,,,0,2,1,0,0,0.0,1,1,0,0,0,,2018,defense
Dare Ogunbowale,TAM,24,,2,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Ricky Ortiz,ATL,24,FB,12,9,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Brian Parker,DEN,26,,13,1,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Cordarrelle Patterson,NWE,27,wr,15,5,,,,,,1,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Niles Paul,JAX,29,,6,1,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Logan Paulsen,ATL,31,TE,15,10,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Donald Payne,JAX,24,,8,0,,,,,,0,0,1,0,0,0.0,2,1,1,0,0,,2018,defense
Bradley Pinion,SFO,24,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
MyCole Pruitt,TEN,26,,15,1,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Josh Reynolds,LAR,23,wr,16,8,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Demarcus Robinson,KAN,24,wr,16,5,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Rigoberto Sanchez,IND,24,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Eric Saubert,ATL,24,,16,1,,,,,,,,,,,0.0,3,1,2,0,0,,2018,defense
Dalton Schultz,DAL,22,te,11,7,,,,,,0,0,1,0,0,0.0,1,1,0,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Trent Sherfield,ARI,22,,13,2,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Scott Simonson,NYG,26,,16,4,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Wendell Smallwood,PHI,24,RB,16,6,,,,,,0,2,1,0,0,0.0,2,1,1,0,0,,2018,defense
Lee Smith,OAK,31,,16,4,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Caleb Sturgis,LAC,29,,6,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Courtland Sutton,DEN,23,wr,16,9,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Ian Thomas,CAR,22,te,16,6,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Robert Tonyan,GNB,24,,16,1,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Darren Waller,OAK,26,,4,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
James Washington,PIT,22,wr,14,6,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Tress Way,WAS,28,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Darrel Williams,KAN,23,,6,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Albert Wilson,MIA,26,,7,3,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Jeff Wilson,SFO,23,,6,2,,,,,,0,3,0,0,0,0.0,1,1,0,0,0,,2018,defense
James Winchester,KAN,29,,16,0,,,,,,1,0,1,0,0,0.0,1,1,0,0,0,,2018,defense
Greg Zuerlein,LAR,31,,11,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Brandon Zylstra,MIN,25,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Oday Aboushi,ARI,27,rg,8,6,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Dwayne Allen,NWE,28,te,13,8,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
Josh Allen,BUF,22,QB,12,11,,,,,,0,8,2,-14,0,0.0,,,,,,,2018,defense
Keenan Allen*,LAC,26,WR,16,14,,,,,,0,3,1,-19,0,0.0,,,,,,,2018,defense
Ryan Allen,NWE,28,,16,0,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
Derek Anderson,BUF,35,,2,2,,,,,,0,3,1,0,0,0.0,,,,,,,2018,defense
David Andrews,NWE,26,C,16,16,,,,,,0,0,2,0,0,0.0,,,,,,,2018,defense
Cameron Artis-Payne,CAR,28,,9,0,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
C.J. Beathard,SFO,25,qb,6,5,,,,,,0,5,2,-4,0,0.0,,,,,,,2018,defense
Odell Beckham Jr.,NYG,26,WR,12,12,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Tony Bergstrom,WAS,32,rg,13,8,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Giovani Bernard,CIN,27,,12,4,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Joel Bitonio*,CLE,27,LG,16,16,,,,,,0,0,2,0,0,0.0,,,,,,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Austin Blythe,LAR,26,RG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Evan Boehm,IND,25,,11,4,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Corey Bojorquez,BUF,22,,8,0,,,,,,0,2,2,-25,0,0.0,,,,,,,2018,defense
Blake Bortles,JAX,26,QB,13,12,,,,,,0,8,2,-4,0,0.0,,,,,,,2018,defense
Kendrick Bourne,SFO,23,wr,16,8,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Tyler Boyd,CIN,24,WR,14,14,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Cameron Brate,TAM,27,,16,2,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Drew Brees*,NOR,39,QB,15,15,,,,,,0,5,4,0,0,0.0,,,,,,,2018,defense
Matt Breida,SFO,23,RB,14,13,,,,,,0,1,2,0,0,0.0,,,,,,,2018,defense
Michael Burton,CHI,26,,8,1,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
Damiere Byrd,CAR,25,,8,0,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
Derek Carr,OAK,27,QB,16,16,,,,,,0,12,2,-6,0,0.0,,,,,,,2018,defense
DeAndre Carter,2TM,25,,14,4,,,,,,0,5,1,0,0,0.0,,,,,,,2018,defense
Chris Clark,CAR,33,LT,15,13,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Randall Cobb,GNB,28,wr,9,6,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Tarik Cohen*+,CHI,23,RB,16,7,,,,,,0,7,3,-3,0,0.0,,,,,,,2018,defense
Keelan Cole,JAX,25,WR,16,11,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Mason Cole,ARI,22,C,16,16,,,,,,0,4,1,0,0,0.0,,,,,,,2018,defense
Tevin Coleman,ATL,25,RB,16,14,,,,,,0,2,2,0,0,0.0,,,,,,,2018,defense
Stacy Coley,2TM,24,,3,0,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
La'el Collins,DAL,25,RT,16,16,,,,,,0,0,1,2,0,0.0,,,,,,,2018,defense
Chris Conley,KAN,26,WR,16,13,,,,,,0,2,1,1,0,0.0,,,,,,,2018,defense
Amari Cooper*,2TM,24,,15,15,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Pharoh Cooper,2TM,23,,7,0,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Kirk Cousins,MIN,30,QB,16,16,,,,,,0,9,3,-31,0,0.0,,,,,,,2018,defense
River Cracraft,DEN,24,,8,0,,,,,,0,1,0,0,0,0.0,1,0,1,0,0,,2018,defense
Isaiah Crowell,NYJ,25,rb,13,6,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Andy Dalton,CIN,31,QB,11,11,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Chase Daniel,CHI,32,,5,2,,,,,,0,4,3,-20,0,0.0,,,,,,,2018,defense
James Daniels,CHI,21,LG,16,10,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Sam Darnold,NYJ,21,QB,13,13,,,,,,0,5,2,-11,0,0.0,,,,,,,2018,defense
Julie'n Davenport,HOU,23,LT,16,15,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Corey Davis,TEN,23,WR,16,16,,,,,,1,1,0,0,0,0.0,,,,,,,2018,defense
Jesse Davis,MIA,27,RG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Dion Dawkins,BUF,24,LT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Stefon Diggs,MIN,25,WR,15,14,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Kenneth Dixon,BAL,24,,6,0,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Jeff Driskel,CIN,25,qb,9,5,,,,,,0,4,2,0,0,0.0,,,,,,,2018,defense
Julian Edelman,NWE,32,WR,12,12,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Gus Edwards,BAL,23,rb,11,6,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Lac Edwards,NYJ,26,,16,0,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Ezekiel Elliott*,DAL,23,RB,15,15,,,,,,0,6,1,0,0,0.0,,,,,,,2018,defense
Quincy Enunwa,NYJ,26,WR,11,10,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Mike Evans*,TAM,25,WR,16,16,,,,,,0,2,2,-3,1,0.0,,,,,,,2018,defense
Gerald Everett,LAR,24,,16,0,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Darren Fells,CLE,32,TE,16,11,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
B.J. Finney,PIT,27,,16,2,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Eric Fisher*,KAN,27,LT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Ryan Fitzpatrick,TAM,36,qb,8,7,,,,,,0,4,2,0,0,0.0,,,,,,,2018,defense
Joe Flacco,BAL,33,QB,9,9,,,,,,0,3,1,-6,0,0.0,,,,,,,2018,defense
Nick Foles ,PHI,29,qb,5,5,,,,,,0,4,2,0,0,0.0,,,,,,,2018,defense
Kyle Fuller,WAS,24,,2,0,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Brandon Fusco,ATL,30,RG,7,7,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Jimmy Garoppolo,SFO,27,,3,3,,,,,,0,4,1,-3,0,0.0,,,,,,,2018,defense
Jared Goff*,LAR,24,QB,16,16,,,,,,0,12,3,-5,0,0.0,,,,,,,2018,defense
Kenny Golladay,DET,25,WR,15,13,,,,,,1,1,2,0,0,0.0,,,,,,,2018,defense
Geneo Grissom,2TM,26,,4,0,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
Ryan Groy,BUF,28,c,15,6,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
C.J. Ham,MIN,25,,15,2,,,,,,,,,,,0.0,4,0,4,0,0,,2018,defense
DaeSean Hamilton,DEN,23,wr,14,5,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Maurice Harris,WAS,26,WR,12,7,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Keon Hatcher,OAK,24,,3,0,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
Rob Havenstein,LAR,26,RT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Bruce Hector,PHI,24,,8,0,,,,,,,,,,,0.5,2,0,2,0,1,,2018,defense
Taylor Heinicke,CAR,25,,6,1,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Chris Herndon,NYJ,22,TE,16,12,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Jeff Heuerman,DEN,26,TE,11,10,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Tyler Higbee,LAR,25,TE,16,16,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Rashard Higgins,CLE,24,,13,1,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Tyreek Hill*+,KAN,24,WR,16,16,,,,,,0,0,2,0,0,0.0,,,,,,,2018,defense
DeAndre Hopkins*+,HOU,26,WR,16,16,0,0,0,0,1,0,2,0,0,0,0.0,,,,,,,2018,defense
Adam Humphries,TAM,25,WR,16,10,,,,,,0,2,2,0,0,0.0,,,,,,,2018,defense
Allen Hurns,DAL,27,wr,16,7,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Carlos Hyde,2TM,28,,14,7,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Mark Ingram,NOR,29,rb,12,6,,,,,,0,3,1,0,0,0.0,,,,,,,2018,defense
Gabe Jackson,OAK,27,RG,13,13,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Justin Jackson,LAC,22,,13,1,,,,,,,,,,,0.0,5,0,5,0,0,,2018,defense
Lamar Jackson,BAL,21,qb,16,7,,,,,,1,12,5,-21,0,0.0,,,,,,,2018,defense
Blake Jarwin,DAL,24,,16,4,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Darius Jennings,TEN,26,,16,0,,,,,,,,,,,0.0,2,0,2,0,0,,2018,defense
Ryan Jensen,TAM,27,C,16,16,,,,,,0,1,1,-14,0,0.0,,,,,,,2018,defense
David Johnson,ARI,27,RB,16,16,,,,,,0,3,1,0,0,0.0,,,,,,,2018,defense
JJ Jones,2TM,26,,4,0,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Ryan Kalil,CAR,33,C,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Bronson Kaufusi,NYJ,27,,3,0,0,0,0,0,1,,,,,,0.0,,,,,,,2018,defense
Case Keenum,DEN,30,QB,16,16,,,,,,0,11,5,-13,0,0.0,,,,,,,2018,defense
Senio Kelemete,HOU,28,LG,15,14,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Cody Kessler,JAX,25,,5,4,,,,,,0,5,1,0,0,0.0,,,,,,,2018,defense
Eric Kush,CHI,29,lg,15,7,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Cody Latimer,NYG,26,,6,2,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Matt Lengel,CIN,28,,11,2,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
Taylor Lewan *,TEN,27,LT,15,15,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Alex Lewis,BAL,26,LG,10,10,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Dion Lewis,TEN,28,rb,16,7,,,,,,0,1,2,0,0,0.0,,,,,,,2018,defense
Brandon Linder,JAX,26,C,9,9,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Corey Linsley,GNB,27,C,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Andrew Luck*,IND,29,QB,16,16,,,,,,0,6,3,-13,0,0.0,,,,,,,2018,defense
Alex Mack*,ATL,33,C,16,16,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Brett Maher,DAL,29,,16,0,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
Patrick Mahomes*+,KAN,23,QB,16,16,,,,,,0,9,5,-4,0,0.0,,,,,,,2018,defense
Eli Manning,NYG,37,QB,16,16,,,,,,0,7,2,0,0,0.0,,,,,,,2018,defense
Marcus Mariota,TEN,25,QB,14,13,,,,,,0,9,2,0,0,0.0,,,,,,,2018,defense
Doug Martin,OAK,29,RB,16,9,,,,,,0,3,1,0,0,0.0,,,,,,,2018,defense
Nick Martin,HOU,25,C,16,16,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Baker Mayfield,CLE,23,QB,14,13,,,,,,0,7,2,0,0,0.0,,,,,,,2018,defense
Christian McCaffrey,CAR,22,RB,16,16,,,,,,0,4,1,0,0,0.0,,,,,,,2018,defense
A.J. McCarron,OAK,28,,2,0,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Isaiah McKenzie,2TM,23,,8,1,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Ty Montgomery,2TM,25,,13,0,,,,,,0,2,1,0,0,0.0,1,0,1,0,0,,2018,defense
David Moore,SEA,23,WR,16,7,,,,,,1,2,1,0,0,0.0,,,,,,,2018,defense
Alfred Morris,SFO,30,,12,1,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Morgan Moses,WAS,27,RT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Nick Mullens,SFO,23,QB,8,8,,,,,,0,2,1,-2,0,0.0,,,,,,,2018,defense
Jordy Nelson,OAK,33,WR,15,14,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Cam Newton,CAR,29,QB,14,14,,,,,,0,6,1,0,0,0.0,,,,,,,2018,defense
Greg Olsen,CAR,33,TE,9,9,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Matt Paradis,DEN,29,C,9,9,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Brandon Parker,OAK,23,RT,15,12,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Jermey Parnell,JAX,32,RT,13,13,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Elijhaa Penny,NYG,25,,14,3,,,,,,,,,,,0.0,2,0,2,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Rashaad Penny,SEA,22,,14,0,,,,,,0,0,2,0,0,0.0,,,,,,,2018,defense
Michael Person,SFO,30,RG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Dante Pettis,SFO,23,wr,12,7,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Ethan Pocic,SEA,23,,10,4,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Bilal Powell,NYJ,30,RB,7,7,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Dak Prescott*,DAL,25,QB,16,16,,,,,,0,12,7,0,0,0.0,,,,,,,2018,defense
Calvin Ridley,ATL,24,wr,16,5,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Philip Rivers*,LAC,37,QB,16,16,,,,,,0,2,1,-4,0,0.0,,,,,,,2018,defense
Andre Roberts*+,NYJ,30,,16,1,,,,,,0,3,1,0,0,0.0,,,,,,,2018,defense
Aaron Rodgers*,GNB,35,QB,16,16,,,,,,0,6,1,0,0,0.0,,,,,,,2018,defense
Ben Roethlisberger,PIT,36,QB,16,16,,,,,,0,7,4,0,0,0.0,,,,,,,2018,defense
Chester Rogers,IND,24,WR,16,10,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Eli Rogers,PIT,26,,3,3,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Josh Rosen,ARI,21,QB,14,13,,,,,,0,10,7,-5,0,0.0,,,,,,,2018,defense
Chase Roullier,WAS,25,C,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Matt Ryan,ATL,33,QB,16,16,,,,,,0,10,2,0,0,0.0,,,,,,,2018,defense
Mark Sanchez,WAS,32,,2,1,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Mohamed Sanu,ATL,29,WR,16,16,,,,,,0,2,1,0,0,0.0,,,,,,,2018,defense
Matt Schaub,ATL,37,,3,0,,,,,,0,1,1,-8,0,0.0,,,,,,,2018,defense
Wes Schweitzer,ATL,25,LG,15,13,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Ricky Seals-Jones,ARI,23,te,15,5,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Tyler Shatley,JAX,27,c,16,7,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Marcus Sherels,MIN,31,,12,0,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Alex Smith,WAS,34,QB,10,10,,,,,,0,6,3,-4,0,0.0,,,,,,,2018,defense
JuJu Smith-Schuster*,PIT,22,WR,16,13,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
Durham Smythe,MIA,23,,15,2,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Nate Solder,NYG,30,LT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Jeremy Sprinkle,WAS,24,te,16,9,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
Matthew Stafford,DET,30,QB,16,16,,,,,,0,6,1,0,0,0.0,,,,,,,2018,defense
Kenny Stills,MIA,26,WR,15,15,,,,,,0,1,1,0,0,0.0,,,,,,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Luke Stocker,TEN,30,TE,16,11,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
Rod Streater,CLE,30,,3,0,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
John Sullivan,LAR,33,C,16,16,,,,,,0,0,2,0,0,0.0,,,,,,,2018,defense
Geoff Swaim,DAL,25,TE,9,9,,,,,,,,,,,0.0,1,0,1,0,0,,2018,defense
J.R. Sweezy,SEA,29,LG,15,15,,,,,,0,0,1,0,0,0.0,,,,,,,2018,defense
