Player ID,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,XI,ROE,GDP,SB,CS,AVG,OBP,SLG,BFW
logaj101,1503.0,5244.0,651.0,1407.0,216.0,41.0,93.0,547.0,451.0,28.0,472.0,43.0,125.0,30.0,0.0,86.0,125.0,19.0,13.0,0.268,0.33,0.378,16.8
logan001,321.0,870.0,111.0,233.0,38.0,12.0,2.0,56.0,59.0,5.0,182.0,1.0,23.0,4.0,0.0,11.0,15.0,56.0,14.0,0.268,0.314,0.346,-2.0
loisa101,14.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.25,0.75,0.0
lolir101,87.0,228.0,20.0,48.0,9.0,0.0,4.0,23.0,11.0,1.0,49.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,0.211,0.246,0.303,-2.3
lolls101,1752.0,5351.0,623.0,1415.0,244.0,14.0,155.0,808.0,671.0,68.0,453.0,115.0,47.0,34.0,0.0,83.0,184.0,20.0,10.0,0.264,0.357,0.402,14.6
lomad001,47.0,142.0,23.0,35.0,7.0,2.0,2.0,19.0,16.0,2.0,19.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.246,0.325,0.366,0.2
lombg001,144.0,350.0,55.0,77.0,12.0,3.0,8.0,21.0,27.0,1.0,111.0,3.0,7.0,1.0,0.0,2.0,2.0,23.0,2.0,0.22,0.281,0.34,-1.4
lombp001,43.0,92.0,10.0,22.0,4.0,0.0,3.0,9.0,9.0,0.0,17.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.239,0.314,0.38,-0.2
lombs002,291.0,796.0,75.0,207.0,33.0,5.0,5.0,52.0,29.0,2.0,104.0,8.0,11.0,4.0,0.0,12.0,8.0,10.0,6.0,0.26,0.292,0.333,-1.3
lonej001,1443.0,5023.0,528.0,1425.0,267.0,21.0,108.0,669.0,397.0,61.0,652.0,20.0,8.0,38.0,1.0,38.0,156.0,38.0,21.0,0.284,0.336,0.41,-10.8
longd101,1013.0,3020.0,384.0,805.0,135.0,33.0,132.0,467.0,353.0,39.0,460.0,7.0,7.0,39.0,1.0,32.0,76.0,10.0,3.0,0.267,0.341,0.464,0.6
longe001,1742.0,6576.0,916.0,1752.0,392.0,26.0,304.0,1043.0,645.0,81.0,1472.0,69.0,1.0,89.0,0.0,78.0,183.0,57.0,18.0,0.266,0.334,0.473,21.3
longj101,56.0,83.0,5.0,16.0,1.0,0.0,1.0,9.0,10.0,0.0,34.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.193,0.284,0.241,-0.9
longs001,76.0,269.0,31.0,60.0,17.0,1.0,8.0,24.0,27.0,0.0,77.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,0.223,0.294,0.383,-0.6
longt001,139.0,256.0,32.0,73.0,18.0,0.0,3.0,37.0,21.0,2.0,47.0,2.0,1.0,3.0,0.0,2.0,6.0,3.0,2.0,0.285,0.34,0.391,-0.4
longt002,890.0,3068.0,428.0,824.0,166.0,21.0,69.0,376.0,227.0,23.0,460.0,7.0,0.0,23.0,0.0,28.0,90.0,27.0,15.0,0.269,0.318,0.404,-9.5
lonnj101,143.0,325.0,22.0,54.0,8.0,0.0,6.0,27.0,40.0,3.0,74.0,2.0,6.0,4.0,0.0,7.0,8.0,0.0,1.0,0.166,0.259,0.246,-3.5
lopas101,853.0,2601.0,375.0,661.0,116.0,25.0,116.0,397.0,393.0,46.0,497.0,7.0,12.0,21.0,0.0,40.0,79.0,18.0,13.0,0.254,0.351,0.452,8.4
lopec101,237.0,500.0,61.0,130.0,24.0,1.0,12.0,54.0,25.0,2.0,98.0,4.0,2.0,5.0,2.0,12.0,4.0,23.0,11.0,0.26,0.298,0.384,-0.5
loped001,1812.0,6354.0,1023.0,1671.0,232.0,50.0,155.0,614.0,833.0,38.0,852.0,31.0,74.0,48.0,0.0,97.0,126.0,557.0,114.0,0.263,0.349,0.388,12.1
lopef001,1185.0,4337.0,600.0,1145.0,219.0,31.0,90.0,439.0,445.0,15.0,913.0,18.0,35.0,29.0,0.0,56.0,66.0,124.0,58.0,0.264,0.333,0.391,-11.7
lopeh101,1450.0,4644.0,623.0,1251.0,193.0,37.0,136.0,591.0,418.0,24.0,696.0,23.0,48.0,44.0,0.0,86.0,136.0,16.0,23.0,0.269,0.33,0.415,0.4
lopej001,1503.0,5319.0,674.0,1527.0,267.0,19.0,260.0,864.0,357.0,43.0,969.0,66.0,6.0,45.0,0.0,85.0,172.0,8.0,19.0,0.287,0.337,0.491,20.7
lopej003,1036.0,3841.0,421.0,1005.0,215.0,11.0,92.0,480.0,150.0,13.0,471.0,31.0,33.0,34.0,0.0,66.0,113.0,25.0,17.0,0.262,0.292,0.395,-7.7
lopel003,52.0,145.0,10.0,33.0,4.0,0.0,3.0,10.0,8.0,1.0,25.0,1.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.228,0.273,0.317,-1.0
lopem001,190.0,422.0,45.0,102.0,18.0,5.0,6.0,40.0,27.0,1.0,106.0,4.0,8.0,2.0,0.0,3.0,12.0,7.0,2.0,0.242,0.292,0.351,-1.0
lopen001,159.0,548.0,59.0,125.0,30.0,2.0,3.0,43.0,36.0,0.0,92.0,3.0,7.0,0.0,0.0,5.0,6.0,1.0,6.0,0.228,0.279,0.307,-0.9
lopep001,16.0,52.0,2.0,10.0,2.0,0.0,0.0,2.0,1.0,0.0,11.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.192,0.222,0.231,-0.6
loper002,76.0,174.0,20.0,32.0,3.0,0.0,7.0,26.0,22.0,3.0,71.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.184,0.27,0.322,-1.2
lopet001,87.0,254.0,27.0,64.0,19.0,0.0,3.0,27.0,21.0,0.0,63.0,3.0,0.0,1.0,0.0,5.0,3.0,11.0,3.0,0.252,0.315,0.362,-0.5
lorem001,1726.0,5812.0,768.0,1713.0,309.0,22.0,76.0,629.0,555.0,20.0,605.0,71.0,56.0,64.0,0.0,66.0,157.0,47.0,35.0,0.295,0.36,0.395,1.4
loucs001,73.0,80.0,15.0,21.0,4.0,0.0,0.0,4.0,7.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,3.0,0.263,0.322,0.313,0.3
lougd001,342.0,749.0,95.0,190.0,29.0,10.0,13.0,67.0,43.0,1.0,138.0,9.0,13.0,6.0,0.0,12.0,8.0,17.0,13.0,0.254,0.3,0.371,-2.1
lovij101,46.0,52.0,17.0,10.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,5.0,0.192,0.236,0.192,-0.6
lovij102,306.0,763.0,70.0,165.0,22.0,4.0,4.0,53.0,80.0,7.0,113.0,2.0,10.0,3.0,1.0,18.0,20.0,22.0,21.0,0.216,0.291,0.271,-4.7
lovut001,303.0,737.0,80.0,165.0,35.0,1.0,15.0,60.0,80.0,3.0,121.0,3.0,12.0,5.0,0.0,10.0,16.0,9.0,8.0,0.224,0.301,0.335,-3.1
loweb001,181.0,618.0,94.0,162.0,32.0,6.0,37.0,113.0,66.0,0.0,209.0,11.0,0.0,4.0,0.0,5.0,6.0,10.0,1.0,0.262,0.342,0.513,3.4
lowej001,1368.0,3476.0,510.0,881.0,137.0,18.0,116.0,441.0,446.0,30.0,596.0,9.0,27.0,30.0,0.0,53.0,58.0,128.0,78.0,0.253,0.337,0.403,0.6
lowem001,1601.0,5813.0,771.0,1619.0,394.0,7.0,223.0,952.0,548.0,45.0,817.0,52.0,1.0,84.0,2.0,57.0,170.0,30.0,14.0,0.279,0.342,0.464,11.3
lowen001,71.0,219.0,34.0,55.0,10.0,0.0,11.0,30.0,22.0,2.0,78.0,2.0,0.0,2.0,0.0,2.0,6.0,1.0,0.0,0.251,0.322,0.447,-0.4
lowet001,123.0,248.0,42.0,70.0,20.0,1.0,3.0,23.0,32.0,0.0,71.0,2.0,0.0,1.0,0.0,5.0,2.0,2.0,2.0,0.282,0.367,0.407,-0.2
lowrd001,108.0,227.0,29.0,62.0,8.0,0.0,5.0,26.0,20.0,0.0,38.0,4.0,7.0,0.0,0.0,4.0,7.0,0.0,0.0,0.273,0.343,0.374,-0.4
lowrj001,1118.0,3991.0,521.0,1043.0,259.0,17.0,104.0,509.0,439.0,18.0,748.0,22.0,8.0,40.0,0.0,34.0,81.0,7.0,3.0,0.261,0.335,0.413,2.0
lowrp101,1401.0,4317.0,564.0,1177.0,186.0,45.0,37.0,479.0,403.0,28.0,226.0,11.0,97.0,3.0,0.0,85.0,118.0,48.0,27.0,0.273,0.336,0.362,-6.7
lubrs101,64.0,177.0,14.0,37.0,10.0,0.0,0.0,8.0,4.0,0.0,19.0,0.0,13.0,1.0,0.0,3.0,4.0,1.0,1.0,0.209,0.225,0.266,-0.3
lucae001,163.0,530.0,62.0,135.0,19.0,1.0,5.0,37.0,34.0,1.0,126.0,2.0,6.0,1.0,0.0,6.0,10.0,2.0,1.0,0.255,0.302,0.323,-0.8
lucrj001,1203.0,4121.0,481.0,1128.0,216.0,24.0,108.0,545.0,366.0,20.0,658.0,34.0,7.0,40.0,0.0,36.0,136.0,30.0,9.0,0.274,0.335,0.416,7.5
lucyd001,21.0,40.0,3.0,10.0,4.0,0.0,1.0,3.0,3.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.318,0.425,0.2
ludwr001,1065.0,3549.0,454.0,923.0,201.0,8.0,154.0,587.0,339.0,16.0,888.0,45.0,10.0,30.0,13.0,52.0,64.0,17.0,20.0,0.26,0.33,0.451,-1.1
lugod001,113.0,377.0,41.0,89.0,15.0,5.0,7.0,35.0,16.0,1.0,80.0,3.0,0.0,4.0,0.0,8.0,11.0,0.0,0.0,0.236,0.27,0.358,-2.9
lugoj001,1352.0,4758.0,688.0,1279.0,238.0,34.0,80.0,475.0,439.0,4.0,876.0,37.0,64.0,40.0,0.0,74.0,82.0,198.0,69.0,0.269,0.333,0.384,-3.0
lukem001,123.0,269.0,39.0,65.0,12.0,1.0,15.0,40.0,19.0,2.0,70.0,1.0,1.0,1.0,0.0,4.0,6.0,2.0,1.0,0.242,0.293,0.461,-0.5
lum-m101,1517.0,3554.0,404.0,877.0,128.0,20.0,90.0,431.0,366.0,54.0,506.0,28.0,18.0,33.0,0.0,47.0,70.0,13.0,29.0,0.247,0.319,0.37,-9.7
lumpj101,1371.0,4912.0,620.0,1314.0,190.0,52.0,47.0,454.0,428.0,21.0,411.0,8.0,57.0,36.0,0.0,98.0,97.0,20.0,15.0,0.268,0.325,0.356,2.0
lunaf001,97.0,237.0,13.0,53.0,8.0,0.0,0.0,22.0,10.0,1.0,51.0,7.0,2.0,1.0,0.0,4.0,10.0,0.0,2.0,0.224,0.275,0.257,-1.4
lunah001,339.0,794.0,104.0,208.0,41.0,6.0,15.0,96.0,55.0,1.0,159.0,8.0,3.0,7.0,0.0,10.0,14.0,23.0,11.0,0.262,0.314,0.385,-1.4
lundd102,281.0,753.0,91.0,181.0,36.0,8.0,15.0,86.0,65.0,6.0,113.0,5.0,12.0,1.0,0.0,13.0,16.0,5.0,4.0,0.24,0.305,0.369,-2.9
lundg101,23.0,46.0,5.0,12.0,1.0,0.0,0.0,1.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.261,0.333,0.283,-0.4
lundt101,44.0,65.0,3.0,6.0,0.0,0.0,0.0,1.0,9.0,1.0,13.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.092,0.203,0.092,-1.3
lunst001,4.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.75,-0.1
lupla101,481.0,1243.0,147.0,292.0,34.0,6.0,33.0,125.0,127.0,6.0,213.0,13.0,6.0,8.0,0.0,11.0,28.0,8.0,11.0,0.235,0.311,0.352,-4.2
luplj001,178.0,473.0,72.0,110.0,24.0,6.0,23.0,64.0,61.0,0.0,120.0,6.0,0.0,3.0,0.0,2.0,21.0,5.0,6.0,0.233,0.326,0.455,0.4
lusas001,135.0,260.0,41.0,64.0,9.0,1.0,5.0,36.0,28.0,1.0,43.0,0.0,1.0,6.0,0.0,1.0,5.0,4.0,1.0,0.246,0.313,0.346,-1.2
luttl101,57.0,167.0,21.0,32.0,9.0,3.0,2.0,14.0,11.0,0.0,27.0,3.0,4.0,1.0,0.0,7.0,9.0,5.0,1.0,0.192,0.253,0.317,-2.1
lutzd001,62.0,109.0,7.0,23.0,5.0,0.0,1.0,9.0,4.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.211,0.239,0.284,-0.6
lutzz001,22.0,31.0,3.0,7.0,2.0,0.0,0.0,2.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.226,0.351,0.29,-0.1
lux-g001,42.0,138.0,20.0,29.0,6.0,1.0,5.0,17.0,13.0,0.0,43.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.21,0.278,0.377,-0.8
luzig001,1821.0,6505.0,880.0,1795.0,344.0,24.0,307.0,1128.0,845.0,95.0,1495.0,84.0,1.0,79.0,4.0,78.0,147.0,37.0,31.0,0.276,0.363,0.478,12.1
lyncj102,1184.0,2879.0,364.0,798.0,123.0,34.0,115.0,470.0,224.0,31.0,416.0,9.0,8.0,25.0,0.0,34.0,58.0,12.0,17.0,0.277,0.329,0.463,-3.1
lynnf001,1969.0,6925.0,1063.0,1960.0,388.0,43.0,306.0,1111.0,857.0,77.0,1116.0,30.0,25.0,86.0,0.0,82.0,149.0,72.0,54.0,0.283,0.36,0.484,19.2
lyonb001,88.0,133.0,16.0,26.0,4.0,1.0,0.0,6.0,10.0,1.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,3.0,0.195,0.252,0.241,-0.6
lyonb002,253.0,628.0,53.0,150.0,26.0,2.0,15.0,89.0,29.0,3.0,92.0,5.0,5.0,8.0,0.0,10.0,13.0,0.0,1.0,0.239,0.275,0.358,-2.8
lyons001,853.0,2162.0,264.0,545.0,100.0,17.0,19.0,196.0,156.0,9.0,364.0,5.0,45.0,20.0,0.0,28.0,23.0,42.0,32.0,0.252,0.301,0.34,-6.1
lyttj101,391.0,710.0,71.0,176.0,37.0,5.0,9.0,70.0,61.0,14.0,139.0,1.0,8.0,8.0,0.0,9.0,10.0,4.0,15.0,0.248,0.305,0.352,-1.9
maask001,406.0,1248.0,171.0,287.0,43.0,1.0,65.0,169.0,182.0,21.0,310.0,8.0,0.0,10.0,0.0,8.0,13.0,10.0,5.0,0.23,0.329,0.422,-1.3
mabrj001,1322.0,3409.0,382.0,898.0,183.0,6.0,96.0,446.0,284.0,43.0,717.0,22.0,21.0,29.0,0.0,40.0,88.0,7.0,12.0,0.263,0.322,0.405,-12.1
macfm001,1164.0,3602.0,458.0,906.0,221.0,17.0,129.0,514.0,295.0,17.0,700.0,97.0,10.0,39.0,4.0,45.0,79.0,12.0,16.0,0.252,0.322,0.43,3.6
macha001,24.0,68.0,7.0,15.0,5.0,1.0,0.0,6.0,12.0,2.0,32.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.221,0.333,0.324,-1.1
machd001,172.0,458.0,44.0,104.0,21.0,2.0,2.0,37.0,34.0,1.0,91.0,4.0,6.0,3.0,0.0,6.0,11.0,3.0,1.0,0.227,0.285,0.295,-1.1
machd101,29.0,48.0,14.0,11.0,2.0,0.0,1.0,4.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.229,0.302,0.333,-0.8
machk101,180.0,380.0,30.0,98.0,16.0,3.0,1.0,35.0,39.0,3.0,68.0,2.0,2.0,2.0,0.0,8.0,19.0,4.0,4.0,0.258,0.329,0.324,-3.1
machm001,1142.0,4531.0,647.0,1268.0,244.0,15.0,223.0,645.0,387.0,41.0,834.0,21.0,14.0,36.0,0.0,46.0,141.0,64.0,30.0,0.28,0.337,0.488,21.3
machm101,11.0,21.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.095,0.136,0.095,-0.3
machr001,253.0,636.0,66.0,146.0,36.0,2.0,11.0,61.0,45.0,7.0,135.0,2.0,9.0,2.0,0.0,9.0,17.0,0.0,0.0,0.23,0.282,0.344,-1.4
macid001,69.0,96.0,11.0,19.0,6.0,0.0,3.0,12.0,15.0,1.0,21.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.198,0.307,0.354,-0.5
macij001,659.0,1646.0,201.0,422.0,77.0,17.0,26.0,173.0,93.0,1.0,243.0,10.0,28.0,12.0,0.0,33.0,29.0,43.0,21.0,0.256,0.298,0.371,-4.9
mackp101,548.0,1570.0,161.0,355.0,63.0,12.0,30.0,141.0,76.0,10.0,290.0,6.0,25.0,9.0,0.0,28.0,31.0,27.0,12.0,0.226,0.263,0.339,-3.5
mackr001,856.0,2328.0,307.0,603.0,111.0,18.0,64.0,286.0,227.0,22.0,586.0,35.0,10.0,18.0,0.0,30.0,23.0,49.0,17.0,0.259,0.332,0.405,-4.2
macks001,923.0,2857.0,436.0,853.0,155.0,28.0,80.0,398.0,256.0,6.0,509.0,51.0,34.0,20.0,0.0,41.0,72.0,90.0,43.0,0.299,0.364,0.456,8.2
macks101,25.0,60.0,4.0,15.0,3.0,0.0,0.0,5.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.297,0.3,0.1
madde101,1029.0,2843.0,360.0,742.0,121.0,16.0,18.0,234.0,409.0,21.0,358.0,34.0,30.0,24.0,0.0,49.0,69.0,60.0,54.0,0.261,0.358,0.334,3.5
maddg001,1749.0,6331.0,777.0,1802.0,337.0,62.0,117.0,754.0,323.0,60.0,781.0,36.0,25.0,60.0,2.0,125.0,99.0,248.0,92.0,0.285,0.32,0.413,3.9
madis001,71.0,166.0,21.0,27.0,12.0,0.0,1.0,11.0,15.0,2.0,22.0,1.0,1.0,3.0,0.0,4.0,4.0,1.0,1.0,0.163,0.232,0.253,-1.4
madlb001,1806.0,6594.0,920.0,2008.0,348.0,34.0,163.0,860.0,605.0,121.0,510.0,68.0,36.0,69.0,0.0,126.0,190.0,174.0,90.0,0.305,0.365,0.442,6.5
magad001,1582.0,4159.0,516.0,1197.0,218.0,13.0,42.0,495.0,718.0,46.0,546.0,12.0,24.0,50.0,0.0,49.0,98.0,11.0,11.0,0.288,0.39,0.377,7.3
magew001,386.0,1086.0,120.0,268.0,52.0,8.0,24.0,122.0,69.0,2.0,204.0,2.0,2.0,9.0,1.0,23.0,39.0,7.0,8.0,0.247,0.291,0.376,-3.5
magrc001,270.0,540.0,67.0,119.0,32.0,3.0,11.0,56.0,34.0,5.0,120.0,10.0,7.0,4.0,0.0,12.0,14.0,5.0,2.0,0.22,0.277,0.352,-3.2
mahar001,520.0,28.0,3.0,6.0,3.0,0.0,1.0,3.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.267,0.429,-0.2
mahlg101,8.0,18.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.111,0.2,0.278,-0.4
mahoj001,11.0,33.0,2.0,8.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.242,0.242,0.364,-0.4
mahoj101,120.0,210.0,32.0,48.0,4.0,1.0,4.0,15.0,11.0,2.0,47.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,0.229,0.266,0.314,0.0
mahtm001,291.0,884.0,112.0,208.0,33.0,9.0,33.0,97.0,59.0,1.0,255.0,14.0,2.0,6.0,0.0,15.0,9.0,14.0,5.0,0.235,0.292,0.405,-1.9
maiem001,360.0,977.0,122.0,242.0,36.0,14.0,10.0,93.0,112.0,4.0,222.0,7.0,14.0,7.0,0.0,13.0,14.0,15.0,6.0,0.248,0.327,0.344,-1.7
maill001,216.0,605.0,53.0,120.0,30.0,2.0,10.0,60.0,40.0,1.0,179.0,4.0,5.0,3.0,0.0,7.0,12.0,4.0,0.0,0.198,0.252,0.304,-1.8
majeh101,1069.0,3421.0,404.0,956.0,181.0,27.0,57.0,501.0,299.0,31.0,260.0,27.0,42.0,1.0,0.0,60.0,117.0,10.0,15.0,0.279,0.342,0.398,4.1
maksm001,34.0,41.0,8.0,9.0,3.0,0.0,0.0,6.0,14.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.22,0.411,0.293,0.2
malaj001,45.0,106.0,12.0,24.0,3.0,0.0,4.0,17.0,2.0,0.0,27.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.226,0.248,0.368,-1.1
maldc001,1410.0,4106.0,498.0,1042.0,227.0,17.0,146.0,618.0,391.0,32.0,864.0,41.0,11.0,41.0,0.0,53.0,98.0,34.0,33.0,0.254,0.322,0.424,-3.2
maldc003,29.0,63.0,3.0,10.0,1.0,0.0,3.0,8.0,9.0,3.0,24.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.159,0.26,0.317,-1.0
maldm001,764.0,2235.0,236.0,488.0,95.0,3.0,69.0,244.0,189.0,16.0,617.0,51.0,26.0,7.0,0.0,23.0,56.0,3.0,5.0,0.218,0.293,0.356,0.9
malej101,102.0,310.0,24.0,70.0,10.0,3.0,5.0,31.0,19.0,3.0,47.0,6.0,2.0,1.0,0.0,5.0,7.0,1.0,3.0,0.226,0.283,0.326,-2.0
malkb101,268.0,572.0,69.0,123.0,15.0,5.0,8.0,46.0,38.0,1.0,90.0,2.0,9.0,4.0,0.0,9.0,12.0,3.0,5.0,0.215,0.265,0.301,-0.2
mallm001,35.0,53.0,4.0,8.0,1.0,0.0,1.0,2.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.151,0.211,0.226,-0.6
malzf101,1441.0,5428.0,647.0,1486.0,239.0,21.0,133.0,728.0,337.0,26.0,434.0,17.0,31.0,55.0,0.0,97.0,165.0,14.0,14.0,0.274,0.315,0.399,-0.1
manct001,462.0,1741.0,243.0,480.0,88.0,9.0,86.0,238.0,140.0,5.0,439.0,21.0,0.0,14.0,0.0,20.0,51.0,2.0,1.0,0.276,0.335,0.485,3.0
manga101,450.0,1241.0,122.0,304.0,44.0,8.0,22.0,125.0,59.0,5.0,187.0,2.0,9.0,7.0,0.0,29.0,24.0,5.0,8.0,0.245,0.279,0.346,-5.2
mangj101,45.0,59.0,5.0,9.0,0.0,0.0,0.0,5.0,9.0,0.0,18.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.153,0.265,0.153,-0.8
mangp101,319.0,972.0,155.0,235.0,35.0,6.0,16.0,83.0,147.0,3.0,238.0,6.0,16.0,12.0,0.0,22.0,11.0,64.0,26.0,0.242,0.341,0.34,-3.2
mankp101,269.0,739.0,72.0,195.0,23.0,4.0,8.0,64.0,55.0,11.0,103.0,4.0,10.0,8.0,0.0,4.0,22.0,3.0,6.0,0.264,0.315,0.338,-0.8
mannk001,18.0,52.0,3.0,9.0,3.0,0.0,1.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.173,0.189,0.288,-0.5
mannr001,1555.0,5248.0,664.0,1349.0,189.0,43.0,56.0,458.0,471.0,33.0,616.0,9.0,61.0,43.0,0.0,89.0,104.0,168.0,78.0,0.257,0.317,0.341,-12.7
manrf001,498.0,1337.0,151.0,340.0,59.0,11.0,20.0,151.0,65.0,3.0,239.0,9.0,39.0,9.0,0.0,16.0,31.0,18.0,14.0,0.254,0.292,0.36,-4.5
mantf101,969.0,2707.0,360.0,707.0,97.0,10.0,89.0,330.0,256.0,13.0,352.0,26.0,18.0,20.0,2.0,47.0,79.0,27.0,10.0,0.261,0.329,0.403,-3.2
mantj001,289.0,713.0,97.0,164.0,35.0,2.0,31.0,97.0,97.0,1.0,182.0,9.0,2.0,1.0,0.0,10.0,18.0,3.0,6.0,0.23,0.329,0.415,-1.6
mantm101,2401.0,8102.0,1676.0,2415.0,344.0,72.0,536.0,1509.0,1733.0,148.0,1710.0,13.0,14.0,47.0,0.0,121.0,113.0,153.0,38.0,0.298,0.421,0.557,71.6
manuc101,242.0,384.0,25.0,76.0,12.0,0.0,4.0,43.0,40.0,6.0,77.0,2.0,0.0,6.0,0.0,4.0,7.0,1.0,0.0,0.198,0.273,0.26,-3.2
manuj101,96.0,127.0,14.0,19.0,6.0,1.0,3.0,13.0,10.0,1.0,26.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,0.15,0.214,0.283,-0.8
manwk001,1008.0,2982.0,248.0,733.0,111.0,20.0,21.0,278.0,243.0,28.0,505.0,50.0,42.0,19.0,2.0,44.0,82.0,10.0,19.0,0.246,0.311,0.318,-10.3
manzt001,90.0,263.0,17.0,59.0,7.0,0.0,1.0,21.0,13.0,1.0,75.0,3.0,5.0,3.0,0.0,4.0,6.0,0.0,1.0,0.224,0.266,0.262,-1.6
margm001,475.0,1544.0,185.0,386.0,76.0,19.0,34.0,141.0,118.0,5.0,314.0,6.0,5.0,12.0,0.0,26.0,21.0,62.0,25.0,0.25,0.304,0.39,-3.1
marij002,701.0,1724.0,247.0,395.0,80.0,10.0,56.0,183.0,101.0,5.0,561.0,28.0,19.0,11.0,1.0,24.0,26.0,73.0,27.0,0.229,0.281,0.385,-3.3
marir101,1463.0,5101.0,826.0,1325.0,195.0,42.0,275.0,850.0,652.0,42.0,733.0,38.0,12.0,43.0,0.0,75.0,75.0,21.0,9.0,0.26,0.345,0.476,10.3
marjm001,15.0,36.0,2.0,6.0,4.0,0.0,1.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.167,0.211,0.361,-0.3
markn001,2154.0,8302.0,1119.0,2388.0,514.0,22.0,189.0,1046.0,891.0,79.0,1230.0,51.0,4.0,73.0,0.0,83.0,214.0,66.0,32.0,0.288,0.357,0.423,3.7
marqg101,76.0,115.0,9.0,27.0,3.0,0.0,1.0,10.0,7.0,2.0,14.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.235,0.286,0.287,-0.6
marql101,99.0,143.0,24.0,26.0,5.0,1.0,0.0,11.0,16.0,0.0,24.0,3.0,5.0,0.0,0.0,3.0,2.0,7.0,4.0,0.182,0.278,0.231,-1.0
marrc001,54.0,163.0,8.0,34.0,5.0,0.0,1.0,16.0,6.0,0.0,40.0,1.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.209,0.236,0.258,-2.3
marrd001,163.0,319.0,51.0,62.0,10.0,1.0,5.0,37.0,23.0,0.0,111.0,0.0,3.0,3.0,0.0,6.0,13.0,10.0,1.0,0.194,0.246,0.279,-2.4
marre001,724.0,1906.0,262.0,463.0,99.0,12.0,66.0,261.0,168.0,25.0,372.0,8.0,18.0,26.0,0.0,31.0,40.0,56.0,11.0,0.243,0.303,0.411,-1.1
marro001,42.0,89.0,12.0,20.0,6.0,1.0,1.0,5.0,15.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.225,0.337,0.348,-0.5
marsd101,490.0,1049.0,123.0,258.0,41.0,4.0,16.0,114.0,133.0,9.0,239.0,10.0,8.0,11.0,0.0,11.0,18.0,13.0,15.0,0.246,0.333,0.338,-3.9
