Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
Vinny Curry,PHI,32,,11,3,,,,,,0,0,1,0,0,3.0,16,12,4,3,10,,2020,defense
Marcus Davenport,NOR,24,,11,1,0,0,0,0,2,,,,,,1.5,21,12,9,3,8,,2020,defense
Brandon Dunn,HOU,28,NT,13,13,,,,,,0,0,1,0,0,0.0,26,12,14,0,3,,2020,defense
Trey Flowers,DET,27,LDE,7,5,0,0,0,0,1,2,0,1,4,0,2.0,22,12,10,3,3,,2020,defense
Dante Fowler,ATL,26,RDE,14,13,0,0,0,0,1,1,0,0,0,0,3.0,23,12,11,4,8,,2020,defense
DeAndre Houston-Carson,CHI,27,,16,0,1,0,0,0,3,0,0,1,0,0,0.0,15,12,3,0,0,,2020,defense
Bryce Huff,NYJ,22,,14,0,0,0,0,0,1,,,,,,2.0,16,12,4,4,4,,2020,defense
Michael Jacquet,PHI,23,,7,2,0,0,0,0,3,1,0,0,0,0,1.0,18,12,6,0,1,,2020,defense
Joshua Kalu,TEN,25,,15,0,,,,,,1,0,0,0,0,0.0,16,12,4,0,0,,2020,defense
Kingsley Keke,GNB,24,RDE,15,9,0,0,0,0,2,1,0,0,0,0,4.0,21,12,9,3,8,,2020,defense
Hercules Mata'afa,MIN,25,,13,1,,,,,,,,,,,2.5,24,12,12,3,6,,2020,defense
Whitney Mercilus,HOU,30,LOLB,13,12,0,0,0,0,1,0,1,1,0,0,4.0,21,12,9,5,7,,2020,defense
Tim Settle,WAS,23,,16,1,,,,,,,,,,,5.0,19,12,7,5,7,,2020,defense
Armon Watts,MIN,24,,16,0,,,,,,,,,,,0.5,31,12,19,0,2,,2020,defense
Nick Williams,DET,30,dt,14,13,0,0,0,0,2,,,,,,1.0,23,12,11,2,3,,2020,defense
Shawn Williams,CIN,29,,13,0,0,0,0,0,1,,,,,,0.0,16,12,4,0,0,,2020,defense
Nick Bellore*,SEA,31,,16,0,,,,,,0,0,1,0,0,0.0,14,11,3,0,0,,2020,defense
Lorenzo Carter,NYG,25,LOLB,5,5,0,0,0,0,1,,,,,,1.0,15,11,4,2,4,,2020,defense
Sean Davis,PIT,27,,16,1,0,0,0,0,1,0,0,1,0,0,0.0,12,11,1,0,0,,2020,defense
Mario Edwards,CHI,26,,15,0,0,0,0,0,1,,,,,,4.0,17,11,6,6,7,,2020,defense
A.J. Epenesa,BUF,22,,14,1,0,0,0,0,1,,,,,,1.0,14,11,3,3,4,,2020,defense
Neville Gallimore,DAL,23,NT,14,9,0,0,0,0,1,,,,,,0.5,28,11,17,4,4,,2020,defense
Carl Granderson,NOR,24,,15,0,0,0,0,0,1,2,0,0,0,0,5.0,14,11,3,3,9,,2020,defense
Darius Harris,KAN,24,,4,2,0,0,0,0,1,0,0,1,15,0,0.0,14,11,3,0,0,,2020,defense
Noah Igbinoghene,MIA,21,,16,2,0,0,0,0,2,0,0,2,5,0,0.0,13,11,2,0,0,,2020,defense
Darryl Johnson,BUF,23,,15,0,,,,,,,,,,,1.0,14,11,3,3,3,,2020,defense
Dion Jordan,SFO,30,,13,1,0,0,0,0,1,1,0,1,0,0,3.0,17,11,6,3,5,,2020,defense
Zach Kerr,CAR,30,,13,4,0,0,0,0,2,1,0,0,0,0,2.0,32,11,21,2,9,,2020,defense
Justin Madubuike,BAL,23,,10,3,,,,,,,,,,,1.0,19,11,8,2,2,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Sherrick McManis,CHI,33,,11,0,1,0,0,0,1,1,0,1,0,0,0.0,12,11,1,0,0,,2020,defense
Anthony Nelson,TAM,23,,16,1,0,0,0,0,1,,,,,,1.0,18,11,7,2,7,,2020,defense
Charles Omenihu,HOU,23,de,15,5,0,0,0,0,2,,,,,,4.0,17,11,6,5,16,,2020,defense
Harrison Phillips,BUF,24,,12,3,,,,,,0,0,1,0,0,0.0,18,11,7,0,4,,2020,defense
Patrick Robinson,NOR,33,,12,4,2,0,0,0,4,,,,,,0.0,14,11,3,1,0,,2020,defense
Vernon Scott,GNB,23,,15,0,,,,,,,,,,,1.0,13,11,2,2,1,,2020,defense
Tye Smith,TEN,27,,12,3,0,5,0,5,1,,,,,,0.0,15,11,4,1,0,,2020,defense
Tedric Thompson,KAN,25,,8,0,,,,,,0,2,1,0,0,0.0,13,11,2,0,0,,2020,defense
Xavier Williams,2TM,28,,12,3,,,,,,0,0,1,0,0,1.0,24,11,13,0,1,,2020,defense
Taven Bryan,JAX,24,LDT,16,8,,,,,,,,,,,0.5,18,10,8,3,6,,2020,defense
Joe Giles-Harris,JAX,23,,9,3,,,,,,,,,,,1.0,20,10,10,2,5,,2020,defense
Jonathan Greenard,HOU,23,,13,1,0,0,0,0,1,,,,,,1.0,19,10,9,2,3,,2020,defense
Efe Obada,CAR,28,,16,1,,,,,,1,0,2,54,0,5.5,18,10,8,4,15,,2020,defense
Corey Peters,ARI,32,NT,9,9,0,0,0,0,1,,,,,,2.0,15,10,5,3,4,,2020,defense
Jordan Phillips,ARI,28,RDT,9,9,0,0,0,0,1,2,0,1,0,0,2.0,11,10,1,1,3,,2020,defense
Mike Purcell,DEN,29,nt,6,6,,,,,,,,,,,1.0,15,10,5,2,1,,2020,defense
Jabaal Sheard,2TM,31,,10,3,0,0,0,0,1,1,0,0,0,0,1.5,19,10,9,2,6,,2020,defense
Kevin Strong,DET,24,,6,1,,,,,,,,,,,1.0,15,10,5,1,2,,2020,defense
Malcom Brown,NOR,26,RDT,13,13,,,,,,,,,,,1.0,27,9,18,3,2,,2020,defense
Myles Bryant,NWE,22,,9,0,1,0,0,0,1,,,,,,0.0,12,9,3,0,0,,2020,defense
Trevon Coley,ARI,26,,6,2,,,,,,,,,,,1.0,14,9,5,3,2,,2020,defense
William Compton,TEN,31,,12,1,,,,,,0,0,1,0,0,0.0,18,9,9,0,0,,2020,defense
Greg Gaines,LAR,24,,16,0,,,,,,0,0,1,0,0,1.5,18,9,9,1,3,,2020,defense
Yetur Gross-Matos,CAR,22,rde,12,7,,,,,,1,0,0,0,0,2.5,24,9,15,2,6,,2020,defense
Myles Hartsfield,CAR,23,,16,0,0,0,0,0,1,0,0,2,0,0,0.0,14,9,5,1,0,,2020,defense
Khalid Kareem,CIN,22,,16,0,,,,,,,,,,,1.0,19,9,10,1,2,,2020,defense
Ryan Kerrigan,WAS,32,,16,1,0,0,0,0,1,0,0,1,6,0,5.5,17,9,8,5,6,,2020,defense
Siran Neal,BUF,26,,16,0,0,0,0,0,1,,,,,,0.0,13,9,4,0,1,,2020,defense
Hardy Nickerson,MIN,26,,14,1,1,5,0,5,1,2,0,0,0,0,0.0,14,9,5,0,0,,2020,defense
Keisean Nixon,LVR,23,,15,1,,,,,,0,2,0,0,0,0.0,14,9,5,0,1,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Alex Okafor,KAN,29,,11,0,,,,,,1,0,0,0,0,3.0,16,9,7,1,10,,2020,defense
Hassan Ridgeway,PHI,26,,7,0,,,,,,,,,,,1.0,11,9,2,2,1,,2020,defense
Damion Square,LAC,31,,16,1,,,,,,,,,,,1.0,20,9,11,1,2,,2020,defense
Vincent Taylor,CLE,26,,15,1,,,,,,0,0,1,0,0,0.0,12,9,3,2,1,,2020,defense
DeMarcus Walker,DEN,26,,13,4,,,,,,1,0,0,0,0,4.5,18,9,9,3,5,,2020,defense
Nsimba Webster,LAR,24,,16,0,,,,,,0,3,2,0,0,0.0,12,9,3,0,0,,2020,defense
Brandon Wilson,CIN,26,,15,0,,,,,,1,0,0,0,0,0.0,13,9,4,0,0,,2020,defense
Josh Woods,CHI,24,,15,0,,,,,,0,0,1,0,0,0.0,14,9,5,0,0,,2020,defense
Allen Bailey,ATL,31,,16,4,,,,,,,,,,,1.5,15,8,7,2,5,,2020,defense
John Franklin-Myers,NYJ,24,,15,2,0,0,0,0,2,0,0,2,0,0,3.0,19,8,11,5,13,,2020,defense
J.T. Gray,NOR,24,,16,0,0,0,0,0,1,0,0,2,0,0,0.0,8,8,0,0,0,,2020,defense
Charles Harris,ATL,25,,13,1,0,0,0,0,2,,,,,,3.0,18,8,10,3,5,,2020,defense
Jaylinn Hawkins,ATL,23,,12,2,,,,,,,,,,,0.5,13,8,5,0,1,,2020,defense
Austin Johnson,NYG,26,,16,0,0,0,0,0,1,1,0,0,0,0,1.0,18,8,10,2,1,,2020,defense
Josh Metellus,MIN,22,,15,0,,,,,,0,0,2,0,0,0.0,9,8,1,0,0,,2020,defense
Dare Ogunbowale,JAX,26,,14,2,,,,,,,,,,,0.0,10,8,2,0,0,,2020,defense
Ogbonnia Okoronkwo,LAR,25,,10,0,0,0,0,0,1,,,,,,1.0,12,8,4,1,3,,2020,defense
Nathan Shepherd,NYJ,27,,14,3,,,,,,,,,,,2.5,17,8,9,3,8,,2020,defense
James Smith-Williams,WAS,23,,14,0,,,,,,,,,,,0.5,10,8,2,3,2,,2020,defense
Josh Allen,JAX,23,LDE,8,7,0,0,0,0,1,,,,,,2.5,13,7,6,2,11,,2020,defense
Stephen Carlson,CLE,24,,16,2,,,,,,,,,,,0.0,9,7,2,0,0,,2020,defense
Anthony Chickillo,DEN,28,,11,0,0,0,0,0,1,,,,,,1.0,11,7,4,1,1,,2020,defense
Tyrone Crawford,DAL,31,,16,3,,,,,,,,,,,2.0,14,7,7,2,4,,2020,defense
Rasheem Green,SEA,23,,10,0,,,,,,0,0,1,0,0,2.0,10,7,3,2,6,,2020,defense
Margus Hunt,2TM,33,,13,1,0,0,0,0,4,0,0,1,0,0,1.0,9,7,2,3,4,,2020,defense
Thakarius Keyes,KAN,23,,8,1,,,,,,,,,,,0.0,8,7,1,0,0,,2020,defense
Fabian Moreau,WAS,26,,16,1,2,0,0,0,3,,,,,,0.0,9,7,2,0,0,,2020,defense
Dorian O'Daniel,KAN,26,,11,0,,,,,,,,,,,1.0,9,7,2,1,1,,2020,defense
LaRoy Reynolds,ATL,30,,16,0,0,0,0,0,1,1,0,1,0,0,0.0,12,7,5,0,0,,2020,defense
Josh Uche,NWE,22,,9,1,,,,,,,,,,,1.0,9,7,2,2,7,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Jihad Ward,BAL,26,,10,0,0,0,0,0,2,,,,,,3.0,16,7,9,4,8,,2020,defense
Kyle Wilber,LVR,31,,16,0,,,,,,0,0,1,0,0,0.0,12,7,5,0,0,,2020,defense
Jordan Willis,2TM,25,,9,0,,,,,,0,0,1,0,0,2.5,13,7,6,2,5,,2020,defense
Antwaun Woods,DAL,27,DT,14,7,,,,,,,,,,,1.0,23,7,16,1,2,,2020,defense
Genard Avery,PHI,25,,11,0,0,0,0,0,1,,,,,,1.5,12,6,6,2,7,,2020,defense
Henry Black,GNB,23,,8,0,,,,,,1,0,1,0,0,0.0,8,6,2,0,0,,2020,defense
Cethan Carter,CIN,25,TE,15,5,,,,,,,,,,,0.0,10,6,4,0,0,,2020,defense
Dan Chisena,MIN,23,,14,0,,,,,,0,0,1,0,0,0.0,6,6,0,0,0,,2020,defense
Adrian Clayborn,CLE,32,,15,2,0,0,0,0,1,1,0,0,0,0,3.5,12,6,6,3,7,,2020,defense
Mike Edwards,TAM,24,,16,0,2,67,0,37,5,0,1,1,31,0,0.0,11,6,5,0,0,,2020,defense
Daniel Ekuale,JAX,26,dt,9,5,,,,,,,,,,,1.0,13,6,7,1,1,,2020,defense
Clayton Fejedelem ,MIA,27,,13,0,,,,,,1,0,1,0,0,0.0,10,6,4,0,0,,2020,defense
Leki Fotu,ARI,22,,11,0,,,,,,,,,,,1.0,11,6,5,4,3,,2020,defense
C.J. Goodwin,DAL,30,,16,0,,,,,,,,,,,0.0,9,6,3,0,0,,2020,defense
Shaquem Griffin,SEA,25,,14,0,0,0,0,0,1,,,,,,1.0,9,6,3,1,3,,2020,defense
Nate Hall,HOU,24,,10,0,,,,,,1,0,0,0,0,2.0,11,6,5,1,2,,2020,defense
Justice Hill,BAL,23,,12,0,,,,,,1,0,0,0,0,0.0,9,6,3,0,0,,2020,defense
Damontre Moore,SEA,28,,10,0,,,,,,1,0,0,0,0,1.0,9,6,3,1,7,,2020,defense
Trent Sherfield,ARI,24,,15,1,,,,,,0,0,3,0,0,0.0,9,6,3,0,0,,2020,defense
Vita Vea,TAM,25,nt,5,5,,,,,,,,,,,2.0,10,6,4,3,3,,2020,defense
Blidi Wreh-Wilson,ATL,31,,15,0,3,26,0,23,4,,,,,,0.0,9,6,3,1,0,,2020,defense
Deon Bush,CHI,27,,11,0,1,10,0,10,2,,,,,,0.0,5,5,0,0,0,,2020,defense
Trenton Cannon,CAR,26,,14,0,,,,,,,,,,,0.0,6,5,1,0,0,,2020,defense
Riley Dixon,NYG,27,,16,0,,,,,,,,,,,0.0,5,5,0,0,0,,2020,defense
Jayrone Elliott,PIT,29,,8,0,,,,,,,,,,,1.0,7,5,2,2,1,,2020,defense
Jordan Evans,CIN,25,,15,0,1,0,0,0,1,0,0,1,0,0,2.0,11,5,6,2,2,,2020,defense
Grant Haley,NOR,24,,1,0,1,0,0,0,1,,,,,,0.0,6,5,1,0,1,,2020,defense
C.J. Ham,MIN,27,FB,15,11,,,,,,,,,,,0.0,6,5,1,0,0,,2020,defense
Madre Harper,NYG,23,,9,0,,,,,,0,0,1,0,0,0.0,5,5,0,0,0,,2020,defense
Melvin Ingram,LAC,31,RDE,7,7,1,0,0,0,2,,,,,,0.0,10,5,5,0,5,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Matthew Ioannidis,WAS,26,,3,0,,,,,,,,,,,1.5,7,5,2,2,4,,2020,defense
Chandler Jones,ARI,30,lolb,5,5,,,,,,0,0,1,0,0,1.0,11,5,6,1,7,,2020,defense
Aaron Lynch,JAX,27,,8,0,0,0,0,0,1,,,,,,1.0,6,5,1,1,3,,2020,defense
Takkarist McKinley,ATL,25,,4,4,0,0,0,0,1,,,,,,1.0,8,5,3,1,7,,2020,defense
Herb Miller,TAM,23,,4,0,1,2,0,2,1,,,,,,0.0,5,5,0,0,0,,2020,defense
Parnell Motley,2TM,23,,4,1,0,0,0,0,1,0,0,1,5,0,0.0,8,5,3,0,0,,2020,defense
Kareem Orr,TEN,23,,5,0,,,,,,0,0,1,8,0,0.0,7,5,2,0,0,,2020,defense
Isaiah Rodgers,IND,22,,13,0,,,,,,,,,,,0.0,7,5,2,0,0,,2020,defense
Jeremy Sprinkle,WAS,26,TE,16,6,,,,,,,,,,,0.0,6,5,1,0,0,,2020,defense
Taylor Stallworth,IND,25,,16,1,,,,,,0,0,1,0,0,0.5,12,5,7,1,1,,2020,defense
Kendal Vickers,LVR,25,,15,2,,,,,,,,,,,2.0,10,5,5,3,3,,2020,defense
Tim Ward,KAN,23,,1,1,,,,,,,,,,,1.0,5,5,0,1,2,,2020,defense
Derek Watt,PIT,28,,12,0,,,,,,,,,,,0.0,8,5,3,1,0,1,2020,defense
Ken Webster,SFO,24,,9,0,,,,,,1,1,0,0,0,0.0,6,5,1,0,0,,2020,defense
Jamal Agnew,DET,25,,14,2,,,,,,0,2,0,0,0,0.0,4,4,0,0,0,,2020,defense
Deandre Baker,KAN,23,,2,1,0,0,0,0,1,,,,,,1.0,5,4,1,1,1,,2020,defense
Mike Boone,MIN,25,,16,0,,,,,,1,0,0,0,0,0.0,5,4,1,0,0,,2020,defense
Daniel Brown,NYJ,28,,16,1,,,,,,,,,,,0.0,5,4,1,0,0,,2020,defense
Taco Charlton,KAN,26,,7,0,,,,,,1,0,0,0,0,2.0,7,4,3,1,4,,2020,defense
Corey Clement,PHI,26,,15,0,,,,,,,,,,,0.0,5,4,1,0,0,,2020,defense
Ashton Dulin,IND,23,,13,0,,,,,,0,1,0,0,0,0.0,7,4,3,0,0,,2020,defense
Penny Hart,SEA,24,,13,0,,,,,,,,,,,0.0,5,4,1,0,0,,2020,defense
J.P. Holtz,CHI,27,,16,1,,,,,,,,,,,0.0,5,4,1,0,0,,2020,defense
Anthony Levine,BAL,33,,15,1,,,,,,0,0,2,1,0,0.0,7,4,3,0,0,,2020,defense
Braden Mann,NYJ,23,,16,0,,,,,,,,,,,0.0,4,4,0,0,0,,2020,defense
C.J. Moore,DET,25,,12,0,,,,,,,,,,,0.0,7,4,3,0,0,,2020,defense
Cam Sims,WAS,24,WR,16,10,,,,,,0,1,2,0,0,0.0,4,4,0,0,0,,2020,defense
Chris Smith,LVR,28,,8,0,,,,,,,,,,,1.0,5,4,1,0,4,,2020,defense
Zeke Turner,ARI,24,,16,0,,,,,,,,,,,0.0,14,4,10,0,0,,2020,defense
Justin Watson,TAM,24,,11,2,,,,,,,,,,,1.0,7,4,3,1,1,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Stephen Anderson,LAC,27,,16,3,,,,,,,,,,,0.0,5,3,2,0,0,,2020,defense
Jason Cabinda,DET,24,,16,2,,,,,,,,,,,0.0,7,3,4,0,0,,2020,defense
Derek Carrier,LVR,30,,16,0,,,,,,,,,,,0.0,7,3,4,0,0,,2020,defense
Nathan Cottrell,JAX,24,,8,0,,,,,,,,,,,0.0,5,3,2,0,0,,2020,defense
Ryan Griffin,NYJ,30,te,15,6,,,,,,,,,,,0.0,5,3,2,0,0,,2020,defense
Brian Hill,ATL,25,,16,1,,,,,,0,2,1,0,0,0.0,4,3,1,0,0,,2020,defense
Travis Homer,SEA,22,,9,0,,,,,,,,,,,0.0,3,3,0,0,0,,2020,defense
Danny Johnson,WAS,25,,14,0,,,,,,,,,,,0.0,4,3,1,0,0,,2020,defense
Jaquan Johnson,BUF,25,,14,0,,,,,,,,,,,0.0,4,3,1,0,0,,2020,defense
Terrell Lewis,LAR,22,,8,0,,,,,,,,,,,2.0,5,3,2,2,4,,2020,defense
Ty Long,LAC,27,,16,0,,,,,,,,,,,0.0,4,3,1,0,0,,2020,defense
John Lovett,GNB,24,,8,0,,,,,,,,,,,0.0,4,3,1,0,0,,2020,defense
Josh Mauro,ARI,29,,3,2,,,,,,,,,,,1.0,5,3,2,1,1,,2020,defense
T.Y. McGill,PHI,28,,7,0,,,,,,,,,,,0.5,9,3,6,1,3,,2020,defense
Bryan Mone,SEA,25,,10,0,,,,,,,,,,,0.5,9,3,6,1,2,1,2020,defense
Gabe Nabers,LAC,23,fb,16,5,,,,,,0,0,1,0,0,0.0,5,3,2,0,0,,2020,defense
Ryan Nall,CHI,25,,16,0,,,,,,,,,,,0.0,4,3,1,0,0,,2020,defense
Pat O'Connor,TAM,27,,16,0,,,,,,,,,,,1.0,4,3,1,1,1,,2020,defense
Cordarrelle Patterson*+,CHI,29,,16,3,,,,,,0,0,1,0,0,0.0,4,3,1,0,0,,2020,defense
Kevin Peterson,ARI,26,,12,1,0,0,0,0,1,0,0,1,0,0,0.0,6,3,3,0,0,,2020,defense
Jachai Polite,LAR,23,,11,0,,,,,,,,,,,1.0,4,3,1,1,1,,2020,defense
Brooks Reed,TEN,33,,2,1,,,,,,,,,,,1.0,4,3,1,1,1,,2020,defense
Benny Snell Jr.,PIT,22,,16,3,,,,,,0,2,2,0,0,0.0,5,3,2,0,0,,2020,defense
Levine Toilolo,NYG,29,,16,2,,,,,,0,0,1,0,0,0.0,3,3,0,0,0,,2020,defense
Kemoko Turay,IND,25,,7,0,,,,,,,,,,,1.0,4,3,1,1,3,,2020,defense
Jonathan Ward,ARI,23,,14,0,,,,,,,,,,,0.0,7,3,4,0,0,,2020,defense
Nick Westbrook-Ikhine,TEN,23,,14,1,,,,,,,,,,,0.0,3,3,0,0,0,,2020,defense
Raequan Williams,PHI,23,,6,0,,,,,,,,,,,1.0,5,3,2,1,1,,2020,defense
Mitch Wishnowsky,SFO,28,,16,0,,,,,,,,,,,0.0,4,3,1,0,0,,2020,defense
Chris Wormley,PIT,27,,13,1,,,,,,,,,,,1.0,8,3,5,1,3,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Ameer Abdullah,MIN,27,,16,0,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Josh Adams,NYJ,24,,8,0,,,,,,,,,,,0.0,3,2,1,0,0,,2020,defense
Chad Beebe,MIN,26,,14,0,,,,,,0,2,0,0,0,0.0,2,2,0,0,0,,2020,defense
LeVante Bellamy,DEN,24,,5,0,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Christian Blake,ATL,24,,16,0,,,,,,,,,,,0.0,3,2,1,0,0,,2020,defense
Khari Blasingame,TEN,24,FB,15,7,,,,,,,,,,,0.0,3,2,1,0,0,,2020,defense
Jacob Bobenmoyer,DEN,23,,16,0,,,,,,0,0,1,0,0,0.0,3,2,1,0,0,,2020,defense
Miles Boykin,BAL,24,WR,16,13,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Jordan Brailford,MIN,25,,5,0,,,,,,1,0,1,0,0,0.0,2,2,0,0,1,,2020,defense
Pharaoh Brown,HOU,26,TE,13,9,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Chase Claypool,PIT,22,wr,16,6,,,,,,0,3,1,0,0,0.0,6,2,4,0,0,,2020,defense
Tyler Conklin,MIN,25,,16,2,,,,,,0,1,0,0,0,0.0,2,2,0,0,0,,2020,defense
Dominique Dafney,GNB,23,,5,2,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Ross Dwelley,SFO,25,te,16,9,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Royce Freeman,DEN,24,,16,0,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Reggie Gilliam,BUF,23,,14,0,,,,,,1,0,0,0,0,0.0,2,2,0,0,0,,2020,defense
Woodrow Hamilton,CAR,28,,5,0,,,,,,0,0,1,0,0,0.0,3,2,1,0,0,,2020,defense
Demetrius Harris,CHI,29,te,15,5,,,,,,1,0,0,0,0,0.0,3,2,1,0,0,,2020,defense
Jamycal Hasty,SFO,24,,8,0,,,,,,0,1,0,0,0,0.0,2,2,0,0,0,,2020,defense
Buddy Howell,HOU,24,,14,0,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Joe Jackson,CLE,24,,3,0,,,,,,0,0,1,0,0,0.0,5,2,3,0,0,,2020,defense
Craig James,PHI,24,,4,0,,,,,,0,0,1,0,0,0.0,2,2,0,0,0,,2020,defense
Xavier Jones,LAR,23,,13,0,,,,,,,,,,,0.0,3,2,1,0,0,,2020,defense
Nick Keizer,KAN,25,,16,3,,,,,,0,1,0,0,0,0.0,4,2,2,0,0,,2020,defense
Marcus Kemp,2TM,25,,11,0,,,,,,,,,,,0.0,3,2,1,0,0,,2020,defense
Niko Lalos,NYG,23,,6,0,1,0,0,0,1,0,0,1,0,0,0.0,6,2,4,0,0,,2020,defense
Jeremiah Ledbetter,TAM,26,,3,0,,,,,,,,,,,1.0,3,2,1,1,2,,2020,defense
Corey Liuget,HOU,30,,6,1,,,,,,,,,,,1.0,4,2,2,2,2,,2020,defense
James Lynch,MIN,21,,9,0,,,,,,,,,,,1.0,3,2,1,1,1,,2020,defense
Jaydon Mickens,TAM,26,,10,0,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Bruce Miller,JAX,33,FB,8,5,,,,,,1,0,0,0,0,0.0,2,2,0,0,0,,2020,defense
Johnny Mundt,LAR,26,,16,1,,,,,,,,,,,0.0,3,2,1,0,0,,2020,defense
K.J. Osborn,MIN,23,,9,0,,,,,,0,2,1,0,0,0.0,3,2,1,0,0,,2020,defense
Elijhaa Penny,NYG,27,,14,0,,,,,,,,,,,0.0,7,2,5,0,0,,2020,defense
Samaje Perine,CIN,25,,16,1,,,,,,,,,,,0.0,3,2,1,0,0,,2020,defense
Senorise Perry,TEN,29,,7,0,,,,,,,,,,,0.0,3,2,1,0,0,,2020,defense
Byron Pringle,KAN,27,,13,3,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Wyatt Ray,TEN,24,,4,1,,,,,,,,,,,1.0,2,2,0,1,1,,2020,defense
Derek Rivers,2TM,26,,13,0,,,,,,,,,,,1.5,5,2,3,2,4,,2020,defense
Deadrin Senat,ATL,26,,5,0,,,,,,0,0,1,0,0,0.0,4,2,2,0,0,,2020,defense
Joey Slye,CAR,24,,16,0,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Keith Smith,ATL,28,FB,16,7,,,,,,0,0,1,0,0,0.0,8,2,6,0,0,,2020,defense
Tremon Smith,IND,24,,10,0,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Freddie Swain,SEA,22,,16,1,,,,,,0,0,2,0,0,0.0,2,2,0,0,0,,2020,defense
Malik Taylor,GNB,25,,15,1,,,,,,,,,,,0.0,3,2,1,0,0,,2020,defense
Darwin Thompson,KAN,23,,14,1,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Dwayne Washington,NOR,26,,11,0,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Jordan Wilkins,IND,26,,15,0,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Jamaal Williams,GNB,25,,14,3,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Olamide Zaccheaus,ATL,23,,11,2,,,,,,,,,,,0.0,2,2,0,0,0,,2020,defense
Bryan Anger,HOU,32,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Jake Bailey*+,NWE,23,,16,0,,,,,,,,,,,0.0,2,1,1,0,0,,2020,defense
Kenjon Barner,TAM,31,,6,0,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Tyler Bass,BUF,23,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
C.J. Board,NYG,27,,14,4,,,,,,,,,,,0.0,2,1,1,0,0,,2020,defense
Corey Bojorquez,BUF,24,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Reggie Bonnafon,CAR,24,,2,0,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Devontae Booker,LVR,28,,16,1,,,,,,0,1,1,0,0,0.0,2,1,1,0,0,,2020,defense
Matt Breida,MIA,25,,12,1,,,,,,0,2,1,0,0,0.0,2,1,1,0,0,,2020,defense
Andrew Brown,2TM,25,,7,0,,,,,,,,,,,1.0,3,1,2,1,1,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Malcolm Brown,LAR,27,,16,0,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2020,defense
Noah Brown,DAL,24,,16,1,,,,,,,,,,,0.0,2,1,1,0,0,,2020,defense
Michael Burton,NOR,28,FB,15,4,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Trey Burton,IND,29,,13,4,,,,,,,,,,,0.0,2,1,1,0,0,,2020,defense
Harrison Butker,KAN,25,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Jake Butt,DEN,25,,5,1,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Marquez Callaway,NOR,22,,11,3,,,,,,0,0,2,0,0,0.0,1,1,0,0,0,,2020,defense
Quintez Cephus,DET,22,,13,2,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Tyrie Cleveland,DEN,23,,10,0,,,,,,,,,,,0.0,2,1,1,0,0,,2020,defense
Tevin Coleman,SFO,27,,8,1,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Logan Cooke,JAX,25,,14,0,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
River Cracraft,SFO,26,,9,1,,,,,,,,,,,0.0,1,1,0,0,0,,2020,defense
Ken Crawley,NOR,27,,6,0,1,-1,0,-1,1,0,1,1,0,0,0.0,1,1,0,0,0,,2020,defense
