Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
Sean McGrath,SDG,29,te,16,5,,,,,,1,0,1,0,0,0.0,3,2,1,0,0,,2016,defense
Steven Means,PHI,26,,8,0,,,,,,1,0,0,0,0,1.0,3,2,1,0,0,,2016,defense
Jordan Norwood,DEN,30,WR,14,6,,,,,,0,5,1,0,0,0.0,2,2,0,0,0,,2016,defense
Niles Paul,WAS,27,,8,1,,,,,,,,,,,0.0,2,2,0,0,1,,2016,defense
Charone Peake,NYJ,24,,15,1,,,,,,0,0,1,42,1,0.0,4,2,2,0,0,,2016,defense
Cedric Peerman,CIN,30,,6,0,,,,,,,,,,,0.0,3,2,1,0,0,,2016,defense
Joshua Perkins,ATL,23,,8,1,,,,,,,,,,,0.0,3,2,1,0,0,,2016,defense
Ryan Quigley,ARI,26,,6,0,,,,,,1,0,0,0,0,0.0,2,2,0,0,0,,2016,defense
Paul Richardson,SEA,24,,15,0,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Cairo Santos,KAN,25,,16,0,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Colton Schmidt,BUF,26,,16,0,,,,,,0,1,1,0,0,0.0,2,2,0,0,0,,2016,defense
Russell Shepard,TAM,26,,14,4,,,,,,0,0,1,0,0,0.0,2,2,0,0,0,,2016,defense
Wendell Smallwood,PHI,22,,13,3,,,,,,0,1,0,0,0,0.0,3,2,1,0,0,,2016,defense
Phillip Supernaw,TEN,26,,15,2,,,,,,,,,,,0.0,4,2,2,0,0,,2016,defense
Jordan Taylor,DEN,24,,16,0,,,,,,0,1,1,0,0,0.0,3,2,1,0,0,,2016,defense
De'Anthony Thomas,KAN,23,,12,0,,,,,,,,,,,0.0,3,2,1,0,0,,2016,defense
Levine Toilolo,ATL,25,TE,16,11,,,,,,,,,,,0.0,3,2,1,0,0,,2016,defense
Fitzgerald Toussaint,PIT,26,,16,0,,,,,,,,,,,0.0,3,2,1,0,0,,2016,defense
Danny Vitale,CLE,23,,9,3,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Damien Williams,MIA,24,,15,0,,,,,,0,1,1,0,0,0.0,2,2,0,0,0,,2016,defense
James Winchester,KAN,27,,16,0,,,,,,0,0,1,0,0,0.0,2,2,0,0,0,,2016,defense
Roberto Aguayo,TAM,22,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Stephen Anderson,HOU,23,,13,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Dan Bailey,DAL,28,,16,0,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Peyton Barber,TAM,22,,15,1,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Joique Bell,2TM,30,,7,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Brandon Bostick,NYJ,27,te,16,7,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Chris Boswell,PIT,25,,15,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Cameron Brate,TAM,25,TE,15,10,,,,,,0,1,0,0,0,0.0,2,1,1,0,0,,2016,defense
Jaron Brown,ARI,26,,7,2,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Randy Bullock,3TM,27,,5,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Drew Butler,ARI,27,,7,0,,,,,,0,1,0,-35,0,0.0,2,1,1,0,0,,2016,defense
Dan Carpenter,BUF,31,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Brent Celek,PHI,31,TE,16,8,,,,,,0,1,1,0,0,0.0,1,1,0,0,0,,2016,defense
Brandon Coleman,NOR,24,,16,4,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Jon Condo,OAK,35,,16,0,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2016,defense
Morgan Cox*,BAL,30,,16,0,,,,,,0,1,0,-3,0,0.0,2,1,1,0,0,,2016,defense
Mason Crosby,GNB,32,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Isaiah Crowell,CLE,23,RB,16,16,,,,,,0,2,1,0,0,0.0,1,1,0,0,0,,2016,defense
Matt Darr,MIA,24,,16,0,,,,,,0,2,1,-6,0,0.0,2,1,1,0,0,,2016,defense
Chris Davis,SFO,26,,4,0,,,,,,0,1,0,0,0,0.5,3,1,2,0,1,,2016,defense
Kellen Davis,NYJ,31,TE,8,7,,,,,,1,0,1,0,0,0.0,2,1,1,0,0,,2016,defense
Ryan Davis,DAL,27,,9,0,,,,,,0,0,1,0,0,0.0,4,1,3,1,2,,2016,defense
Will Davis,BAL,26,,3,0,1,0,0,0,1,,,,,,0.0,4,1,3,0,0,,2016,defense
Seth Devalve,CLE,23,,12,2,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Julian Edelman,NWE,30,WR,16,13,,,,,,0,3,0,0,0,0.0,1,1,0,0,0,,2016,defense
Alex Ellis,JAX,23,,6,3,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Nick Folk,NYJ,32,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Kai Forbath,MIN,29,,7,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Andrew Franks,MIA,23,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Nolan Frese,SEA,24,,16,0,,,,,,1,1,0,-14,0,0.0,3,1,2,0,0,,2016,defense
Justin Gilbert,PIT,25,,12,0,,,,,,,,,,,0.0,3,1,2,0,0,,2016,defense
Robbie Gould,NYG,34,,10,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Jakeem Grant,MIA,24,,16,0,,,,,,0,4,3,0,0,0.0,1,1,0,0,0,,2016,defense
Ryan Grant,WAS,26,,16,1,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
MarQueis Gray,MIA,27,TE,16,7,,,,,,0,0,1,0,0,0.0,3,1,2,0,0,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Cobi Hamilton,PIT,26,WR,11,8,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Je'Ron Hamm,SFO,24,,5,0,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Devin Hester,2TM,34,,12,0,,,,,,0,5,2,0,0,0.0,1,1,0,0,0,,2016,defense
Dontrelle Inman,SDG,27,WR,16,16,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Andre Johnson,TEN,35,,8,4,,,,,,,,,,,0.0,1,1,0,,,,2016,defense
Charles Johnson,MIN,27,wr,16,7,,,,,,0,0,1,2,0,0.0,1,1,0,0,0,,2016,defense
Drew Kaser,SDG,23,,16,0,,,,,,0,1,0,-17,0,0.0,1,1,0,0,0,,2016,defense
Marquette King,OAK,28,,16,0,,,,,,0,1,2,-3,0,0.0,1,1,0,0,0,,2016,defense
Sam Koch,BAL,34,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Ben Koyack,JAX,23,te,14,7,,,,,,0,0,1,0,0,0.0,1,1,0,0,0,,2016,defense
John Kuhn,NOR,34,,16,3,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Jarvis Landry*,MIA,24,WR,16,16,,,,,,0,2,0,0,0,0.0,1,1,0,0,0,,2016,defense
Shane Lechler,HOU,40,,16,0,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Andy Lee,CAR,34,,9,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Tommylee Lewis,NOR,24,,12,1,,,,,,0,2,1,0,0,0.0,1,1,0,0,0,,2016,defense
Wil Lutz,NOR,22,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Jerick McKinnon,MIN,24,RB,15,7,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Thomas Morstead,NOR,30,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Keith Mumphery,HOU,24,,11,3,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Patrick Murray,CLE,25,,2,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Brandon Myers,TAM,31,TE,16,9,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Jason Myers,JAX,25,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Troy Niklas,ARI,24,,3,2,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Brad Nortman,JAX,27,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Nick Novak,HOU,35,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Mike Nugent,CIN,34,,13,0,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Michael Palardy,CAR,24,,7,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Logan Paulsen,CHI,29,TE,16,12,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Bradley Pinion,SFO,22,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
MyCole Pruitt,2TM,24,,4,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Jordan Richards,NWE,23,,11,0,,,,,,0,0,1,0,0,0.0,3,1,2,0,0,,2016,defense
Aaron Ripkowski,GNB,24,rb,16,8,,,,,,0,0,1,0,0,0.0,2,1,1,0,0,,2016,defense
Jacquizz Rodgers,TAM,26,rb,10,5,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
KeiVarae Russell,CIN,23,,5,0,1,0,0,0,1,,,,,,0.0,1,1,0,0,0,,2016,defense
JaCorey Shepherd,SFO,23,,11,0,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Devin Smith,NYJ,24,,4,0,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Rod Smith,DAL,24,,7,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Ryan Smith,TAM,23,,14,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Willie Snead,NOR,24,WR,15,4,,,,,,0,2,0,0,0,0.0,1,1,0,0,0,,2016,defense
C.J. Spiller,2TM,29,,6,0,,,,,,1,1,1,0,0,0.0,1,1,0,0,0,,2016,defense
Darren Sproles*,PHI,33,rb,15,5,,,,,,0,1,3,0,0,0.0,1,1,0,0,0,,2016,defense
Neal Sterling,JAX,24,,10,1,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Brandon Tate,BUF,29,,15,1,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Stepfan Taylor,ARI,25,,15,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Deonte Thompson,CHI,27,wr,16,6,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2016,defense
Mike Tolbert*,CAR,31,,16,2,,,,,,1,0,0,0,0,0.0,1,1,0,0,0,,2016,defense
Laquon Treadwell,MIN,21,,9,1,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Terron Ward,ATL,24,,5,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
J.J. Watt,HOU,27,,3,3,,,,,,0,0,1,0,0,1.5,8,1,7,1,5,,2016,defense
DeShawn Williams,CIN,24,,4,0,,,,,,,,,,,0.5,2,1,1,0,4,,2016,defense
Albert Wilson,KAN,24,wr,16,5,,,,,,,,,,,0.0,2,1,1,0,0,,2016,defense
Brad Wing,NYG,25,,16,0,,,,,,,,,,,0.0,1,1,0,0,0,,2016,defense
Mike Adams,CHI,26,,12,1,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Nelson Agholor,PHI,23,WR,15,14,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Jay Ajayi*,MIA,23,RB,15,12,,,,,,0,4,2,0,0,0.0,,,,,,,2016,defense
Danny Amendola,NWE,31,,12,4,,,,,,0,3,2,0,0,0.0,,,,,,,2016,defense
Tavon Austin,LAR,26,WR,15,15,,,,,,0,5,2,0,0,0.0,,,,,,,2016,defense
Matt Barkley,CHI,26,QB,7,6,,,,,,0,4,1,-7,0,0.0,,,,,,,2016,defense
Zane Beadles,SFO,30,LG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Odell Beckham Jr.*,NYG,24,WR,16,16,0,0,0,0,1,0,3,1,0,0,0.0,,,,,,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Le'Veon Bell*,PIT,24,RB,12,12,,,,,,0,4,2,4,0,0.0,,,,,,,2016,defense
Giovani Bernard,CIN,25,,10,2,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Devontae Booker,DEN,24,rb,16,6,,,,,,0,4,2,0,0,0.0,,,,,,,2016,defense
Alex Boone,MIN,29,LG,14,14,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Trevone Boykin,SEA,23,,5,0,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Sam Bradford,MIN,29,QB,15,15,,,,,,0,10,3,-6,0,0.0,,,,,,,2016,defense
Tom Brady*,NWE,39,QB,12,12,,,,,,0,5,4,-1,0,0.0,,,,,,,2016,defense
Drew Brees*,NOR,37,QB,16,16,,,,,,0,5,1,0,0,0.0,,,,,,,2016,defense
Jacoby Brissett,NWE,24,,3,2,,,,,,0,3,1,0,0,0.0,,,,,,,2016,defense
Mack Brown,WAS,25,,9,0,,,,,,,,,,,0.0,2,0,2,0,2,,2016,defense
Trent Brown,SFO,23,RT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Jermon Bushrod,MIA,32,RG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
James Carpenter,NYJ,27,LG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Derek Carrier,WAS,26,,8,0,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Matt Cassel,TEN,34,,4,1,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Chandler Catanzaro,ARI,25,,16,0,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Chris Clark,HOU,31,RT,16,14,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Randall Cobb,GNB,26,WR,13,10,,,,,,1,1,2,0,0,0.0,,,,,,,2016,defense
Alex Collins,SEA,22,,11,0,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
Jared Cook,GNB,29,te,10,5,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Cody Core,CIN,22,,8,4,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Kirk Cousins*,WAS,28,QB,16,16,,,,,,0,9,5,0,0,0.0,,,,,,,2016,defense
Michael Crabtree,OAK,29,WR,16,16,,,,,,0,2,1,11,0,0.0,,,,,,,2016,defense
Jay Cutler,CHI,33,qb,5,5,,,,,,0,6,2,0,0,0.0,,,,,,,2016,defense
Andy Dalton*,CIN,29,QB,16,16,,,,,,0,9,2,-17,0,0.0,,,,,,,2016,defense
David DeCastro*,PIT,26,RG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
James Develin,NWE,28,,16,4,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Patrick DiMarco,ATL,27,RB,16,8,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Kenneth Dixon,BAL,22,,12,0,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Phillip Dorsett,IND,23,wr,15,7,,,,,,0,1,1,-4,0,0.0,,,,,,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Harry Douglas,TEN,32,,11,2,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Lance Dunbar,DAL,26,,13,0,,,,,,0,1,1,0,0,0.0,3,0,3,0,0,,2016,defense
Ezekiel Elliott*+,DAL,21,RB,15,15,,,,,,0,5,3,-7,0,0.0,,,,,,,2016,defense
Alex Erickson,CIN,24,,16,0,,,,,,0,3,3,0,0,0.0,,,,,,,2016,defense
Cameron Erving,CLE,24,C,13,13,,,,,,0,1,1,-15,0,0.0,,,,,,,2016,defense
Anthony Fasano,TEN,32,te,16,10,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Ryan Fitzpatrick,NYJ,34,QB,14,11,,,,,,0,9,4,-6,0,0.0,,,,,,,2016,defense
Joe Flacco,BAL,31,QB,16,16,,,,,,0,5,2,-2,0,0.0,,,,,,,2016,defense
Coby Fleener,NOR,28,te,16,8,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
Doug Free,DAL,32,RT,16,16,,,,,,0,0,2,0,0,0.0,,,,,,,2016,defense
Devonta Freeman*,ATL,24,RB,16,16,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Pierre Garcon,WAS,30,WR,16,16,,,,,,0,0,1,7,0,0.0,,,,,,,2016,defense
Joshua Garnett,SFO,22,RG,15,11,,,,,,0,0,3,0,0,0.0,,,,,,,2016,defense
Breno Giacomini,NYJ,31,rg,5,5,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Mark Glowinski,SEA,24,LG,16,16,,,,,,0,0,2,0,0,0.0,,,,,,,2016,defense
Jared Goff,LAR,22,qb,7,7,,,,,,0,5,1,0,0,0.0,,,,,,,2016,defense
Rashad Greene,JAX,24,,8,0,,,,,,0,4,2,0,0,0.0,,,,,,,2016,defense
Robert Griffin III,CLE,26,qb,5,5,,,,,,0,4,1,-18,0,0.0,,,,,,,2016,defense
Todd Gurley,LAR,22,RB,16,16,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
Chris Hairston,SDG,27,lt,15,5,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Justin Hardy,ATL,25,,16,3,,,,,,,,,,,0.0,3,0,3,0,0,,2016,defense
Austin Hooper,ATL,22,,14,3,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Jordan Howard*,CHI,22,RB,15,13,,,,,,0,2,4,0,0,0.0,,,,,,,2016,defense
Brian Hoyer,CHI,31,qb,6,5,,,,,,0,3,2,-5,0,0.0,,,,,,,2016,defense
Adam Humphries,TAM,23,wr,15,4,,,,,,0,3,2,0,0,0.0,,,,,,,2016,defense
Brett Hundley,GNB,23,,4,0,,,,,,0,1,1,-1,0,0.0,,,,,,,2016,defense
Allen Hurns,JAX,25,WR,11,11,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Carlos Hyde,SFO,26,RB,13,13,,,,,,0,5,2,0,0,0.0,,,,,,,2016,defense
Ben Ijalana,NYJ,27,RT,16,13,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Mike Iupati,ARI,29,LG,15,15,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Chris Ivory,JAX,28,,11,1,,,,,,0,5,3,0,0,0.0,,,,,,,2016,defense
Ja'Wuan James,MIA,24,RT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Rashad Jennings,NYG,31,RB,13,12,,,,,,0,1,1,4,0,0.0,,,,,,,2016,defense
John Jerry,NYG,30,RG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
David Johnson*+,ARI,25,RB,16,16,,,,,,0,5,1,0,0,0.0,,,,,,,2016,defense
Donnie Jones,PHI,36,,16,0,,,,,,0,1,1,-14,0,0.0,,,,,,,2016,defense
Landry Jones,PIT,27,,8,2,,,,,,0,0,2,0,0,0.0,,,,,,,2016,defense
Matt Jones,WAS,23,rb,7,7,,,,,,0,3,2,0,0,0.0,,,,,,,2016,defense
Colin Kaepernick,SFO,29,QB,12,11,,,,,,0,9,3,-4,0,0.0,,,,,,,2016,defense
Case Keenum,LAR,28,QB,10,9,,,,,,0,5,3,0,0,0.0,,,,,,,2016,defense
Jason Kelce*,PHI,29,C,16,16,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Joe Kerridge,GNB,24,,8,0,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Cody Kessler,CLE,23,QB,9,8,,,,,,0,4,2,-12,0,0.0,,,,,,,2016,defense
Anthony Lanier,WAS,23,,4,0,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Ronald Leary,DAL,27,LG,13,12,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Dion Lewis,NWE,26,rb,7,5,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Andrew Luck,IND,27,QB,15,15,,,,,,0,6,3,-11,0,0.0,,,,,,,2016,defense
Paxton Lynch,DEN,22,,3,2,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
EJ Manuel,BUF,26,,6,1,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
Marc Mariani,TEN,29,,16,0,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Marcus Mariota,TEN,23,QB,15,15,,,,,,0,10,2,-22,0,0.0,,,,,,,2016,defense
Brandon Marshall,NYJ,32,WR,15,15,,,,,,1,0,1,0,0,0.0,,,,,,,2016,defense
Jalin Marshall,NYJ,21,,10,1,,,,,,0,4,2,0,0,0.0,,,,,,,2016,defense
Doug Martin,TAM,27,RB,8,8,,,,,,0,1,1,-2,0,0.0,,,,,,,2016,defense
Zack Martin*+,DAL,26,RG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Pat McAfee*,IND,29,,16,0,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Josh McCown,CLE,37,qb,5,3,,,,,,0,7,2,-7,0,0.0,,,,,,,2016,defense
LeSean McCoy*,BUF,28,RB,15,15,,,,,,0,3,1,-5,0,0.0,,,,,,,2016,defense
Vance McDonald ,SFO,26,WR,11,11,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Cameron Meredith,CHI,24,WR,14,10,,,,,,0,3,1,0,0,0.0,,,,,,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Christine Michael,2TM,26,,15,7,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
John Miller,BUF,23,RG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Lamar Miller,HOU,25,RB,14,14,,,,,,0,2,2,0,0,0.0,,,,,,,2016,defense
Jordan Mills,BUF,26,RT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Matt Moore,MIA,32,,4,3,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
DeMarco Murray*,TEN,28,RB,16,16,,,,,,0,3,1,0,0,0.0,,,,,,,2016,defense
Cam Newton,CAR,27,QB,15,14,,,,,,0,3,1,0,0,0.0,,,,,,,2016,defense
Nick O'Leary,BUF,24,RB,16,7,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Cedric Ogbuehi,CIN,24,RT,14,12,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Russell Okung,DEN,28,LT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Brock Osweiler,HOU,26,QB,15,14,,,,,,0,5,2,-5,0,0.0,,,,,,,2016,defense
Matt Overton,IND,31,,16,0,,,,,,0,1,0,0,0,0.0,1,0,1,0,0,,2016,defense
Carson Palmer,ARI,37,QB,15,15,,,,,,0,14,6,-21,0,0.0,,,,,,,2016,defense
Matt Paradis,DEN,27,C,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Jermey Parnell,JAX,30,RT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Austin Pasztor,CLE,26,RT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Bryce Petty,NYJ,25,,6,4,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Walt Powell,BUF,25,,9,2,,,,,,1,0,0,0,0,0.0,,,,,,,2016,defense
Dak Prescott*,DAL,23,QB,16,16,,,,,,0,9,3,-3,0,0.0,,,,,,,2016,defense
Terrelle Pryor,CLE,27,WR,16,15,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Kalif Raymond,DEN,22,,4,0,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
Jalen Richard,OAK,23,,16,0,,,,,,0,0,2,-2,0,0.0,,,,,,,2016,defense
Philip Rivers*,SDG,35,QB,16,16,,,,,,0,9,3,-10,0,0.0,,,,,,,2016,defense
Allen Robinson,JAX,23,WR,16,16,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Greg Robinson,LAR,24,LT,14,14,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Aaron Rodgers*,GNB,33,QB,16,16,,,,,,0,8,1,-3,0,0.0,,,,,,,2016,defense
Ben Roethlisberger*,PIT,34,QB,14,14,,,,,,0,8,4,-1,0,0.0,,,,,,,2016,defense
Eli Rogers,PIT,24,WR,13,8,,,,,,1,2,0,0,0,0.0,,,,,,,2016,defense
Jeremy Ross,2TM,28,,6,1,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Eddie Royal,CHI,30,,9,1,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Jon Ryan,SEA,35,,16,0,,,,,,0,3,2,0,0,0.0,1,0,1,0,0,,2016,defense
Matt Ryan*+,ATL,31,QB,16,16,,,,,,0,4,2,-3,0,0.0,,,,,,,2016,defense
Emmanuel Sanders*,DEN,29,WR,16,16,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Ryan Schraeder,ATL,28,RT,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Brian Schwenke,TEN,25,,16,3,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Josh Sitton*,CHI,30,LG,13,12,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Alex Smith*,KAN,32,QB,15,15,,,,,,0,7,2,-22,0,0.0,,,,,,,2016,defense
Antone Smith,TAM,31,,3,0,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
Steve Smith,BAL,37,WR,14,14,,,,,,1,0,0,0,0,0.0,,,,,,,2016,defense
Jason Spriggs,GNB,22,,16,2,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Matthew Stafford,DET,28,QB,16,16,,,,,,0,3,1,0,0,0.0,,,,,,,2016,defense
James Starks,GNB,30,,9,4,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
Jonathan Stewart,CAR,29,RB,13,13,,,,,,0,3,1,0,0,0.0,,,,,,,2016,defense
Ryan Tannehill,MIA,28,QB,13,13,,,,,,0,9,3,-27,0,0.0,,,,,,,2016,defense
Golden Tate,DET,28,WR,16,16,,,,,,0,2,1,0,0,0.0,,,,,,,2016,defense
Tyrod Taylor,BUF,27,QB,15,15,,,,,,0,4,3,-6,0,0.0,,,,,,,2016,defense
Julius Thomas,JAX,28,TE,9,6,,,,,,1,0,0,0,0,0.0,,,,,,,2016,defense
Michael Thomas,NOR,23,WR,15,12,,,,,,0,2,2,10,0,0.0,,,,,,,2016,defense
Chris Thompson,WAS,26,,16,0,,,,,,0,2,2,0,0,0.0,,,,,,,2016,defense
Juwan Thompson,DEN,24,,8,1,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
Joe Thuney,NWE,24,LG,16,16,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Scott Tolzien,IND,29,,3,1,,,,,,0,1,1,0,0,0.0,,,,,,,2016,defense
J.C. Tretter,GNB,25,c,7,7,,,,,,0,0,1,0,0,0.0,,,,,,,2016,defense
Will Tukuafu,SEA,32,,7,1,,,,,,,,,,,0.0,1,0,1,0,0,,2016,defense
